appid,name,overall_similarity,best_community_similarity,best_community
232050,Eador. Masters of the Broken World,0.29395498281559196,0.4406785092079704,11
406110,Asdivine Hearts,0.15445812169129963,0.4405958623062301,10
2171630,地心归途 Return From Core,0.21872284085709515,0.4403254820673531,8
115800,Owlboy,0.15094763024865362,0.44027731783668844,0
2281360,Old Coin Pusher Friends 2,0.20263902465936154,0.4402138080833024,12
544920,Darwin Project,0.2860662775912548,0.4401290259656066,6
365770,Volume,0.2659439812483589,0.44011456127798254,8
1524790,Loneliness,0.15445812169129963,0.44005119999686193,10
1416000,The Dark: Survival RPG,0.18458446117990432,0.44002209216544785,11
458490,Who Must Die,0.18160831162630917,0.43991603996953293,8
772300,To the City of the Clouds,0.1328985402545211,0.43968013829806485,10
344760,Reign Of Kings,0.17668034391352183,0.4396266666791877,8
2553710,Birds Aren't Real: The Game,0.13223589946907738,0.4396266666791877,8
1366150,Greedy Dungeon,0.21029043014256313,0.43949665855321074,3
446340,Guns of Infinity Demo,0.16295591326673262,0.4393125066324593,10
3508630,ISLANDERS: New Shores Demo,0.22034627617282318,0.4391930422833425,0
1202910,Spiritfarer Demo,0.19803368997506954,0.43916460640308885,0
293160,AntharioN,0.15445812169129963,0.43913191237680405,11
2374190,Nikoderiko: The Magical World — Director’s Cut,0.27219047806131946,0.4390392488542402,0
844850,Tower Hunter: Erza's Trial,0.2095721110550553,0.4388716899641723,8
440740,Tap Tap Legions - Epic battles within 5 seconds!,0.1671769373520935,0.4388352571222414,3
289820,Dracula 2: The Last Sanctuary,0.19687737284898157,0.4388100953995255,1
1093910,Tales of the Black Forest,0.19929431882142118,0.43880589585596463,10
319170,G-Force,0.20102990012409394,0.4386175500904911,11
1073770,XANARTHRAXIA,0.18312479041982616,0.4386165544322816,10
806770,NoReload Heroes,0.19087279531401294,0.43861516318181815,8
395200,Ben and Ed,0.20586031793133802,0.4385777150995828,11
1124080,Brave's Rage,0.19040673721397114,0.4385593363404104,11
20550,Red Faction II,0.2027522440102805,0.43851797188255326,11
1164850,Sinking Simulator,0.16741586022581806,0.4384803744232655,13
1034060,Samosbor,0.17784820270366652,0.438407772805302,8
617830,SUPERHOT VR,0.2390076311241479,0.4384031383093527,0
523940,ZombVR,0.17668034391352183,0.43838346543598644,8
2169950,Yasha: Legends of the Demon Blade,0.2074900251491691,0.4383646654809175,11
3108790,三国志潜龙在渊,0.18832270887866404,0.4382400650931185,11
576960,🧠 OUT OF THE BOX,0.172342729523601,0.4382038655851686,10
3468150,Hotel Owner Simulator Demo,0.17668034391352183,0.4378569679020095,12
1114650,HorrorVale,0.19337454097165777,0.43772147145827084,10
3080880,XiuzhenWorld2 / 修真世界2,0.19420908647079457,0.43771269003807445,10
422920,Creeper World 2 Anniversary Edition,0.19664153281620458,0.4377116346866561,12
665370,Mutilate-a-Doll 2,0.18924339058631742,0.43759564024424497,13
25980,Majesty 2,0.2688394817032147,0.4375807799732156,12
674550,Tomb Robber,0.19590145628686711,0.4373976660872176,8
268750,Magicite,0.13223589946907738,0.43737752641189176,11
347600,Total Miner,0.17668034391352183,0.43737752641189176,11
294590,Wars and Warriors: Joan of Arc,0.18372132725873475,0.43728380797782124,11
57600,Tropico 3: Absolute Power,0.2623893882405786,0.43717190591785526,9
314790,Silence,0.24520409597411552,0.4370613342271568,1
2802110,SPY-der PIG,0.1669680897124515,0.4370217922384864,1
