appid,name,overall_similarity,best_community_similarity,best_community
749340,Chocolate makes you happy,0.1633820239897123,0.40724676978695834,8
1492420,EQUALINE,0.2128640408516119,0.4071975974027076,11
3282670,SEX Police 🔞🚨,0.15052498042555448,0.407142250042744,8
1268420,Britannia,0.15445812169129963,0.4071227248870648,12
1485350,Mech Mechanic Simulator: Prologue,0.15445812169129963,0.4071227248870648,12
247020,"Cook, Serve, Delicious!",0.12442098404280375,0.40706448305146425,12
1045110,Space Ops VR,0.21886375503842678,0.40705382798681256,11
292240,SPY Fox 2: Some Assembly Required,0.14976464202635015,0.407050952800792,13
1579660,Wyvia,0.14519363800359583,0.4070393848733092,11
638160,Moero Chronicle,0.23081716489456613,0.4069987267737643,11
2330870,CD 2: Trap Master,0.1753771618561596,0.40693206976065244,3
2532430,Supernormal,0.21029043014256313,0.40690115586499087,8
2075070,KinitoPET,0.19785543847846707,0.40689720894825876,13
654600,PowBall Renaissance,0.20740035771117704,0.4068629976681865,8
1552310,JANITOR BLEEDS,0.20740035771117704,0.4068629976681865,8
2067790,Crimson Snow,0.20426993967956167,0.4068238081955653,8
2769210,Scarmonde,0.20888027997823702,0.40677432270723757,10
2708450,Oh Deer,0.19929431882142118,0.4067630952803151,8
2078040,White Day 2: The Flower That Tells Lies - Complete Edition,0.1975993840783818,0.4067423444773605,8
3060300,POOP,0.13868034597538173,0.406664873035727,8
493200,RiME,0.30421867540807274,0.4066148094551241,5
1610120,MY FOX - Desktop Wild Pet,0.1717060220989342,0.40659296596872313,8
1111460,Bunny eShop,0.1519880673794869,0.40652101838807075,8
2747040,MycoRelic Demo,0.17668034391352183,0.4063833743651081,11
1589120,Above Snakes,0.209599271350723,0.4063762612289926,9
616040,Tales of the Tiny Planet,0.19664153281620458,0.4061557025446752,13
402040,The Guest,0.23949939908521856,0.4061556727809916,1
920450,Escape The Labyrinth,0.13223589946907738,0.40614903320155415,8
325260,PANZER BALL,0.17668034391352183,0.40605566251994824,8
2671210,Minesweeper Collector 2,0.20193048132944624,0.40580458072030284,1
2285650,Sword and Fairy Inn,0.16741586022581806,0.4057518453635509,12
3508710,the dreamland of lady zombie Demo,0.17668034391352183,0.4056875603796515,3
748730,Seek Not a Lighthouse,0.17668034391352183,0.40554470521828356,5
3175720,BM Love Cafe,0.17668034391352183,0.40553941548507744,10
2711320,CUM Queens 🔞💦,0.1975993840783818,0.40545977376478926,10
1324270,Space Station Tycoon,0.21872284085709515,0.4052072592674777,12
3160580,Trade Conquest,0.21886375503842678,0.40518345433238884,12
1144020,GolfTopia,0.21597844693046986,0.40512684227048995,12
61520,Age of Wonders: Shadow Magic,0.2304287377794565,0.405124285964795,9
2967920,ShapeHero Factory Demo,0.19650061863487295,0.40509603557101703,12
399520,Comedy Quest,0.17668034391352183,0.4050501321026531,8
2836860,The Horror at Highrook,0.19590145628686711,0.4050156252830516,10
388620,DungeonUp,0.18204771745733947,0.40499610256624174,3
1137300,Sherlock Holmes Chapter One,0.260843193436795,0.4049527300817386,9
1708480,暖雪 Warm Snow Demo,0.15087766921772408,0.40475486662676563,11
1116580,Shady Part of Me,0.2960183737446487,0.4047301089065774,5
1577670,Loop Timer,0.17784820270366652,0.4047244589897204,13
407840,Guardians of Orion (Phase 2),0.1768293466876444,0.404632747309985,11
2304030,天下霸圖,0.17668034391352183,0.40450396543370715,9
2248430,Touhou Artificial Dream in Arcadia,0.2082061102815587,0.40446633905968205,10
2237980,Outpath: First Journey,0.15445812169129963,0.4044414814940025,8
672150,LOGistICAL: Earth,0.1633258389400611,0.40441317506813823,12
733520,LOGistICAL: Switzerland,0.1633258389400611,0.40441317506813823,12
733540,LOGistICAL: Brazil,0.1633258389400611,0.40441317506813823,12
733500,LOGistICAL: Russia,0.1633258389400611,0.40441317506813823,12
452060,Caveblazers,0.20001030683790752,0.40436745067654317,8
1148560,Buccaneers!,0.19337454097165777,0.4043143565122073,11
1336040,Easter Pairs,0.17668034391352183,0.40429938539265026,13
2337460,Gym Manager,0.1975993840783818,0.404173737206787,12
3344950,Incredible Dracula: Academy of Shadows,0.19818334937356846,0.4040537649803444,1
3572870,Rescue Team: Attack of the Atom,0.19804243519223683,0.4040503354188414,1
2914420,Rescue Team: Clouded Mind,0.19610676830318707,0.404033633691561,1
2963890,Expelled!,0.24040645162194949,0.40402580167684754,10
3275600,Rescue Team: Ancient Guardian,0.1943699756144487,0.404020364485295,1
222980,Dead Pixels,0.19580139266003677,0.40395112080731066,11
1295790,The Longest Road on Earth,0.16781037077319236,0.4039103305136948,8
1015140,10 Miles To Safety,0.1633479833795351,0.4038944176035269,3
3496450,Shadowveil: Legend of The Five Rings Demo,0.15552226921493348,0.4038684454631939,11
502470,Airport Simulator 3: Day & Night,0.17542984888277635,0.403803581701289,12
296220,Farm Frenzy 4,0.1758183008461233,0.40378208856740827,1
294440,Shadowgate,0.2274573554370935,0.40372939270761826,1
1372320,Cloud Gardens,0.17030812854597832,0.40347539741372257,12
526920,SQUAKE,0.18204771745733947,0.40337315257099654,8
325210,Arctico,0.1442602877942297,0.4033077136538419,1
2650730,SEDAP! A Culinary Adventure,0.16613779700542766,0.4032332414836193,1
937940,Sea Dogs: City of Abandoned Ships,0.18683744872360283,0.4032321037374067,11
2088670,Puzzline,0.16865057309179074,0.40321935766243766,12
1426490,LOST EPIC,0.20710847379014038,0.4032184389681745,11
2626530,Legendary Tales: Stories,0.20586031793133802,0.40308881880417674,3
939100,Darksburg,0.18469018715987154,0.40293917322024053,11
1105040,Alchemist Simulator,0.19420908647079457,0.40293777102411965,12
477730,Eador. Imperium,0.21872284085709515,0.40285006065055584,11
955170,铁道物语：陆王（Railway Saga:Land King）,0.1666997750934284,0.402752722815505,12
595430,Sky Knights,0.2116213817965379,0.40274052125753906,11
2196980,Arcadie: Second-Born,0.16542627315508765,0.4027097551674155,10
1551030,涨粉二维码,0.18924339058631742,0.4026540165215143,10
695920,Super Seducer,0.1619623001049183,0.4025450954354996,9
1930750,shapez - Demo,0.1358100271969313,0.4023330890834499,12
1028860,Star Chef: Cooking & Restaurant Game,0.1413852517673955,0.40232629884444476,12
1946140,Jigsaw Puzzles Infinite,0.17941859075422226,0.4022203873987163,12
741390,最強の囲碁 ～名人への道～ / Igo Meijin,0.17668034391352183,0.40218445328212654,12
816650,Armor Contest,0.17668034391352183,0.40218445328212654,12
16200,Virtual Families,0.17668034391352183,0.40218445328212654,12
317590,"Pre-order ""Delivering Justice"" mini-campaign",0.17668034391352183,0.40218445328212654,12
1769780,The Graffiti Creator,0.15445812169129963,0.4021844532821265,12
3276490,Infinity Sweeper Demo,0.15445812169129963,0.4021844532821265,12
1428560,Life with Mary,0.15445812169129963,0.402182983276248,13
2950480,Wax Heads Demo,0.15445812169129963,0.402182983276248,13
1087810,Forgetful Dictator,0.18517813548895484,0.4021303050331848,12
493180,Dynasty Feud,0.22800049766090863,0.40197360248352976,1
629690,Vaporum,0.23284228451351782,0.4017682759405804,1
597760,Yuppie Psycho,0.22587044541767828,0.4015448126684598,8
1055990,Erannorth Reborn,0.1767952207077125,0.4014787026968725,11
431460,Midnight,0.1464283508695685,0.4013681996190651,8
913720,Alchemic Cutie,0.14893009652721337,0.40135783509463446,10
2198830,Wet Sand,0.13463367762368597,0.4013528928282862,10
1473060,Reality Break,0.21886375503842678,0.40123130065398777,11
2953560,小松穿越记 Wanna Wake up?,0.16387160815312599,0.4011514888066452,10
234390,Teleglitch: Die More Edition,0.2581193207362889,0.4010755744828328,5
1637230,Metal Max Xeno Reborn,0.2128640408516119,0.40077025771955094,11
2020500,风色幻想3:罪与罚的镇魂歌,0.17668034391352183,0.4005097751650071,9
2917350,Spin Hero,0.21886375503842678,0.40040171371641153,11
1061610,Tenderfoot Tactics,0.14050015833864637,0.40038452899624216,11
1322630,The Bonfire 2: Uncharted Shores Demo,0.1813773349416859,0.40027445749795204,12
1430760,Aquarist,0.1842285176507012,0.4001276816840972,8
1291340,Townscaper,0.15445812169129963,0.40006805116572436,12
340360,Tomb of Tyrants,0.16295591326673262,0.399951655795712,12
1016930,The Great Perhaps,0.1324436194159325,0.3999149387690227,1
1107720,Spider Solitaire F,0.19087279531401294,0.3997201900381135,13
2473640,EcoGnomix,0.19853038457084757,0.3994554550256336,12
1098080,3000th Duel,0.15616178946738385,0.3994080989660721,8
853550,Equilinox,0.1328985402545211,0.3990588478774563,12
1402480,NARAKA: BLADEPOINT - Test Server,0.18264511359713653,0.3989852696741235,8
398710,Timberman,0.16295591326673262,0.3986504372817131,8
836420,Beginner'sGame,0.17838401168960608,0.39860188774038224,8
733110,8-Bit Adventures 2,0.21567827171467024,0.3985476629536132,11
873940,Crying Suns,0.24704385482338456,0.39852201721227193,3
2192900,Knock'Em Out,0.1627572733783741,0.39839915008161425,1
3501610,Cheap Car Repair Demo,0.17668034391352183,0.3982161993138726,12
386090,Nandeyanen!? - The 1st Sûtra,0.1433470105801885,0.3982125252650463,8
516670,Aleph Null Demo,0.17668034391352183,0.3982125252650463,8
20530,Red Faction,0.2717214188139135,0.39805331333255417,5
1497440,COCOON,0.18486072775033768,0.39793606976877394,0
932850,Simmiland,0.19375622470824766,0.3979243828941175,12
6000,STAR WARS™ Republic Commando,0.2717214188139135,0.3978007880800289,5
3232040,BodyRecords,0.1559999382486635,0.3977647027164291,1
2094600,Nowhere: Mysterious Artifacts,0.15445812169129963,0.3976834247359457,8
353850,Reassembly Soundtrack,0.13223589946907738,0.397474999993178,3
365080,Unheard Screams - King Leopold II's Rule Over The Congo,0.17668034391352183,0.39745860740426936,10
1571440,Lunch Lady,0.16334062447425016,0.3974509515412597,8
17500,Zombie Panic! Source,0.10968690597571053,0.39742465773852415,8
1948450,Sex Chess,0.15128757869571213,0.397332142825834,1
1666160,Blooming Business: Casino Demo,0.20474526479780747,0.39732639138363407,12
1166290,Death and Taxes,0.13238490224320001,0.3973006714877911,8
1027830,Sin; Vengeance,0.18171855850970142,0.3972454984762313,11
1621070,DeadPoly,0.19420908647079457,0.397176265379823,8
365160,Kona,0.2731335516842997,0.3971370519662071,6
607890,Sword Art Online: Hollow Realization Deluxe Edition,0.1975993840783818,0.39703029588067307,8
1696670,Agarta,0.21802361488225896,0.3969790207124663,8
382560,Hot Lava,0.21505038127930703,0.39688286629004615,8
1042780,Pine,0.14219252815471892,0.3965943507707403,8
1135260,The Falconeer,0.17929235898938725,0.39659128436556995,9
2956400,Break Games,0.16598879423130505,0.3965285537303978,8
1187510,Rock Simulator,0.18494460278309077,0.3964709928250792,8
1733640,This is Timmy Playtest,0.1433470105801885,0.3963606734131944,8
3126470,Ice World,0.17668034391352183,0.3963606734131944,8
2324110,FMTC,0.17668034391352183,0.3963606734131944,8
262230,99 Spirits - Weeping Demon's Bell,0.17668034391352183,0.3962185773118421,13
1255650,Geometry Arena,0.14110530132847618,0.39620310690636334,8
286480,Black Mirror III,0.2874850736204598,0.3961646361935404,4
1444650,Haydee 2,0.2087591311945552,0.3961342975284943,8
1161640,Kowloon's Curse: Lost Report,0.19375622470824763,0.3960766364545435,10
1071140,ORX,0.17668034391352183,0.3960156059612679,10
346250,The Old Tree,0.15445812169129963,0.3959660520593169,13
688630,Nightork Adventures 2 - Legacy of Chaos,0.19664153281620458,0.3958496335064138,8
813540,Scheming Through The Zombie Apocalypse: The Beginning,0.18363809570911582,0.3957324205910311,8
668630,Tricolour Lovestory,0.1534681533993001,0.39570501441585393,8
487730,Hat Trick Header,0.1299925058208596,0.3956417718700736,8
2907190,April 24th,0.17138856255948934,0.39560357363885684,8
2113540,梦魇：无归 Nightmare without return,0.16236402813282433,0.39559175780728056,10
1739300,Smack Studio,0.16741586022581806,0.39551595022922237,8
502600,The Multidimensional Underwear Drawer,0.20888027997823702,0.395472160537288,12
862800,Storm Chasers,0.17668034391352183,0.39543474748726853,8
1165380,To Be Headed Or Not To Be,0.16387160815312599,0.39534707203717373,8
95900,Air Conflicts - Secret Wars,0.22809125768440527,0.3953228582506409,9
510060,Punch Bomb,0.1575394619806796,0.39526961983627473,8
420290,Blackwake,0.1630782458358972,0.3952370749852173,3
1801860,WOLF RIOT,0.15562598048144433,0.39520652960405883,8
1507190,Machinika Museum,0.15445812169129963,0.39518222223474325,8
1741880,The Last Plague: Blight Demo,0.13223589946907738,0.39518222223474325,8
1802720,Sixtar Gate: STARTRAIL,0.13164400809423737,0.3951451455396514,8
2081400,Gal Guardians: Demon Purge,0.21597844693046986,0.39512803054230194,6
1842610,Dungeon Wizards,0.20586031793133802,0.39505231040765854,12
1119600,Help Will Come Tomorrow,0.22457505267685773,0.39503084157716395,9
2386580,Project Hardline,0.13223589946907738,0.3949445514088371,8
1872860,Conrad Stevenson's Paranormal P.I.,0.21802361488225896,0.3948913509613305,12
768590,BOX align,0.20263902465936154,0.3948875633412366,8
1269690,Attack on Toys,0.16097756655202494,0.3948851119809729,8
1035760,Glimmer in Mirror,0.19137241076867914,0.3948482748815368,1
804490,Creed: Rise to Glory™,0.21802361488225896,0.3947904685239142,8
496030,Dark Parables: The Swan Princess and The Dire Tree Collector's Edition,0.19420908647079457,0.39478381081345537,8
3391050,Crown and Adventure / 王冠与冒险  Demo,0.17668034391352183,0.3946874679323596,11
595080,Silver Grapple,0.18458446117990432,0.3946508804720692,8
2410490,Sneak Out,0.13437270433887846,0.3946273422148975,8
499110,Dark Parables: Rise of the Snow Queen Collector's Edition,0.18171855850970142,0.39460453827310604,8
1702760,In Next Life,0.15445812169129963,0.3945600566796317,10
995900,Haunted Hotel: Eclipse Collector's Edition,0.17668034391352183,0.3945088215613426,8
740500,Eseapner,0.17668034391352183,0.3945088215613426,8
622200,Cursery: The Crooked Man and the Crooked Cat Collector's Edition,0.17668034391352183,0.3945088215613426,8
569150,Dark Cases: The Blood Ruby Collector's Edition,0.17668034391352183,0.3945088215613426,8
347930,Hatland Adventures,0.17668034391352183,0.3945088215613426,8
1196390,Fairy Godmother Stories: Cinderella Collector's Edition,0.17668034391352183,0.3945088215613426,8
554560,Amaranthine Voyage: The Tree of Life Collector's Edition,0.17668034391352183,0.3945088215613426,8
432780,Dream Catcher Chronicles: Manitou,0.17668034391352183,0.3945088215613426,8
535840,Marblize,0.17668034391352183,0.3945088215613426,8
646330,Darkness and Flame: Missing Memories,0.18806820792034093,0.3943788134353657,3
339120,Fork Parker's Holiday Profit Hike,0.18041680243713934,0.39437384920301005,11
2191080,Poozle Mania,0.17842462543540805,0.3943241150606674,8
1587540,Anvil Saga,0.20917760050768103,0.394320955217916,10
998790,Piczle Lines DX+α,0.20097729884425697,0.3942050604829541,13
613420,BOROS,0.1464283508695685,0.3941707187373737,8
465520,PRICE,0.1353973620923739,0.3941652210688559,1
1571100,Passpartout 2: The Lost Artist,0.1813773349416859,0.39410161799177923,12
2918550,Drive Me Crazy,0.15023185259977545,0.3939595600039146,10
1485900,"Eye, caramba!",0.1975993840783818,0.39387759943644346,13
2090150,Furry Sex: Poker 🃏♥,0.20426993967956167,0.3938250726762312,12
25600,Eschalon: Book 1,0.22081840695379318,0.3937266644629454,10
2998750,Vending Machine Business Simulator,0.20702458945664143,0.3937105511939136,12
3136020,My Cheetah Friend,0.17086181970825734,0.39364909294719563,12
562210,Ancient Rus,0.20671396324276609,0.39363168980738167,8
1314000,Achilles: Legends Untold,0.206806605147952,0.3935030701956839,11
875240,Tree.Bonsai,0.1866580577560148,0.393351797472184,12
562500,Warstone TD,0.19492107251583277,0.39331934656209344,1
1034810,Pax Romana: Romulus,0.20945835716939137,0.3931931209206268,10
11550,Second Sight,0.28440547232550023,0.3931682210388201,6
2772990,Ghost Janitors,0.20888027997823702,0.3931045638222201,11
301670,Salammbo: Battle for Carthage,0.2793545868789188,0.39292835346517707,5
294370,Crowntakers,0.23705892358259079,0.3929003130162283,11
21100,F.E.A.R. 3,0.3133281403944568,0.3928040791610707,4
3114330,Artifact Seeker Resurrection Demo,0.1508776690614562,0.39272985227271623,11
2384690,真探2 Demo,0.1866580577560148,0.39244185750698496,12
416680,Zombie Night Terror,0.22960939883706327,0.3923989917377428,1
875340,Dead Mayhem,0.21597844693046986,0.39229305519223906,11
1895860,Monster Girls and the Mysterious Adventure 2,0.18924339058631742,0.3922660721140266,12
525300,Starship Annihilator,0.17522105062200877,0.39199148099002307,1
1844720,Friendsim 2,0.12337199143008429,0.3919896031861362,10
2261050,For the Queen,0.20513977534518174,0.39191599718532993,12
2497210,PUSHER - Drug Tycoon,0.1635277462084875,0.3919072636697903,12
2837870,ASTRAL GATE,0.17668034391352183,0.39190305184871377,10
2525520,SideQuest: Reanimated Demo,0.17668034391352183,0.39187702514420303,13
1859470,PAC-MAN WORLD Re-PAC,0.20798460509027536,0.3915061808102942,8
842640,Deadly Tropics,0.16596098548808788,0.39114312748643426,8
1327080,Tower and Sword of Succubus,0.19376905151903207,0.39107087866679435,9
1781030,Fishing Paradiso,0.14558539068927298,0.39077353817729904,10
485390,Machine Made: Rebirth,0.21872284085709515,0.39052519848724754,10
1602980,INSIGHT,0.17907812206813042,0.3903191537727446,13
2296400,Until Then Demo,0.1751674153377321,0.39027718369081804,1
2595130,Whisper of the House Demo,0.15445812169129963,0.390157971251236,13
2394650,Crypt Custodian,0.2596087117972727,0.3901185781121135,0
2169120,Lords of Infinity,0.1464283508695685,0.3900471478947674,10
6310,The Longest Journey,0.17991865148254635,0.3899984661668068,9
115200,Cossacks II: Napoleonic Wars,0.263241065679031,0.3898796712520191,1
1085150,Golf Defied,0.19375622470824763,0.38977142474115933,12
2210,Quake 4,0.24113491584430652,0.38942458523699547,8
2445990,Bloomtown: A Different Story,0.20578589759160326,0.3893700763690022,10
2379810,Bazaar Simulator,0.17784820270366652,0.3893172472220519,12
1443440,Little Nightmares II Demo,0.25312428942869275,0.3892589166223853,0
551630,Navalia,0.18312479041982616,0.38907445980559036,12
209230,Sherlock Holmes and The Hound of The Baskervilles,0.1975563447308096,0.3889956115088319,1
1722310,Spellarium 7,0.17668034391352183,0.3888108158633369,8
1841240,FOUNTAINS,0.15503635461961301,0.38864700620112863,11
2113770,In Woods,0.1860938303753482,0.38848603745241495,11
319910,Trine 3: The Artifacts of Power,0.16307824583589722,0.38821193381238545,11
1871580,Our Life: Now & Forever Demo,0.15445812169129963,0.38804303914071236,12
5330,Cricket Revolution Gameplay,0.1433470105801885,0.3878987389964122,12
686110,Robot Heroes,0.19664153281620458,0.3877846581568554,8
415900,Bugspeed Collider,0.1893991595743157,0.38759617605041524,8
1046470,Deep the Game,0.18763064549454347,0.38754668567668643,11
545750,Rise High,0.18517813548895484,0.38753932617060205,8
451900,WizardCraft,0.17668034391352183,0.3873775264118917,11
1494500,FWsim - Fireworks Display Simulator,0.17668034391352183,0.38736963846731176,12
1272450,Mahjong Deluxe,0.17668034391352183,0.38736963846731176,12
655360,Aftermath Y2K,0.16865057309179074,0.3873331118997669,8
1065970,Spice&Wolf VR,0.18764849537730985,0.3872888009404573,8
386930,Dragonflight,0.137274114065257,0.38719713086569857,8
203630,Warlock - Master of the Arcane,0.2852218764090172,0.38716584209124444,12
1461770,Fantasy Tavern Sextet -Vol.2 Adventurer's Days-,0.19253035076820052,0.38715336627512603,13
637110,Runes of Avalon - Path of Magic,0.15445812169129963,0.3871014141539352,8
219070,Miner Wars Arena ,0.15445812169129963,0.3871014141539352,8
895610,Where's Baby,0.15445812169129963,0.3871014141539352,8
1115780,The Almost Gone,0.21563567242348863,0.38697245864956736,11
900010,Meeple Station,0.15658150201041493,0.3868432705524725,12
3125250,STORROR Parkour Pro,0.17668034391352183,0.3868368638893849,8
614090,Deadbeat Heroes,0.23148155529199252,0.38669345092912033,11
9760,Act of War: High Treason,0.28736945964861704,0.38666796003019754,4
2356470,Lost Chapter,0.20671396324276609,0.3866028968707706,11
2231770,Resident Evil 4 Chainsaw Demo,0.15769642926032418,0.3865850690901806,0
531180,AIRHEART,0.19719241891785727,0.38638894876289276,11
1368130,Park Beyond,0.1903560573115318,0.386306169172181,12
459080,YIIK: A Postmodern RPG,0.2189000591538435,0.38616287871325544,11
2165470,Taora,0.19253035076820052,0.38605826933967025,9
1803960,Demon Sword: Incubus,0.2082061102815587,0.38601263531583413,11
589100,The Moonstone Equation,0.21400974848551124,0.3859504166370719,13
1491440,Hexarchy Demo,0.15445812169129963,0.38587061423201324,12
2832320,PC Tycoon 2,0.15819458021491714,0.38581287076208665,12
674170,DriftForce,0.18924339058631742,0.3857237821072387,8
1926620,The Backrooms: Lost Tape,0.18326586708049675,0.38570500907780725,8
2130060,Tower Walker,0.14736982619059116,0.38561417002108483,10
1816950,Nobodies: After Death,0.17357917043781457,0.38560335933680495,8
324680,Impossible Creatures,0.2788200505233081,0.38554645095354134,1
422900,Particle Fleet: Emergence,0.15369142957902884,0.3855296298877184,12
336940,Basingstoke,0.17162527380062212,0.385333702872242,6
265690,NaissanceE,0.19735594590355163,0.38520775830669285,1
2181720,Scarlet Tower,0.16344608613114886,0.3852068591654866,8
658530,Grisaia Phantom Trigger Vol.3,0.16934942946885906,0.38518776909756347,1
1912750,Terra Memoria,0.1869314195197073,0.3850417872646098,10
1717570,Pompom,0.13223589946907738,0.384985012037533,8
1683340,Kayak VR: Mirage,0.19483732596123196,0.3849755384091504,8
2367610,Critter Café,0.21659467878209807,0.38497221642594337,8
1219240,BioGun,0.1873770491285008,0.3849563308153661,8
237850,Dreamfall Chapters,0.2282886483401659,0.38481350386411006,1
442070,Drawful 2,0.12533520554432334,0.38478819327736197,1
2493620,While We Wait Here Demo,0.16949059293433097,0.3846315908571922,8
2291680,The Arrogant Kaiju Princess and The Detective Servant,0.20618040813897756,0.3845098850149345,10
936010,Feed the Pets Origins,0.21029043014256313,0.3844028811928032,8
247750,The Stanley Parable Demo,0.1568758227795758,0.384389800257555,0
568500,Atomic Reconstruction,0.16236223895768212,0.3843857027200573,13
355150,gravilon,0.13223589946907738,0.3842474867656648,3
1565660,S.P.A.T.,0.1860938303753482,0.38423596092606266,8
31880,Nancy Drew: Secret of the Old Clock,0.251982506532491,0.38417756308462503,8
236010,Bloxitivity,0.19087279531401294,0.38415850872516366,8
438560,Mystery Case Files®: Escape from Ravenhearst™,0.19087279531401294,0.38415850872516366,8
1917920,Polda 7,0.18204771745733947,0.3841456729199361,13
1861000,Black Sheep Demo,0.2128640408516119,0.38411480067507464,13
386050,Proto Raider,0.18764849537730985,0.38411419776585415,8
3060170,Chained in the Backrooms,0.17668034391352183,0.3840711111236321,8
1280260,Overgrown: Genesis,0.1577036060247477,0.3840297445320238,11
2924170,Stickman Strikes: Conquer Fantasy World,0.1969569501891373,0.3839928454069215,9
1768780,Of Blades & Tails,0.15056549982676906,0.3839872049792818,11
361830,in Space,0.17668034391352183,0.38392681097933196,8
809950,Asemblance: Oversight,0.18160831162630917,0.3838313838848769,8
1017580,The explorer of night,0.20263902465936154,0.3837565238093924,13
40350,Lost Horizon,0.2793545868789188,0.3836690942059178,5
3494930,Assemblands,0.17668034391352183,0.38366593476360805,12
866190,Irony Curtain: From Matryoshka with Love,0.2039839174706641,0.3836328373819054,8
2590260,Soulash 2 Demo,0.16741586022581806,0.38353921994227524,11
1364960,Hello Neighbor 2 Alpha 1.5,0.15445812169129963,0.3834653381574292,3
1715280,AirportSim,0.20142045700223365,0.38334262968339494,8
3536130,Monster Prom 4: Monster Con - Demo,0.14574641033631222,0.3831387745162287,12
1174380,ESPIONAGE: Mafia Evolved,0.13744048420799418,0.3830741799619407,3
1001850,Siluman Fantasy Demo,0.15574152655790882,0.3830627733566579,10
1123450,Chicory: A Colorful Tale,0.1926830917467508,0.3829845680245453,10
3169580,Never Second in Rome,0.21597844693046986,0.3829789906719993,10
351510,Quiplash,0.11602207897315356,0.3829364108177791,1
2234150,BACKROOMS: APPREHENSION,0.16236402813282433,0.38283619889814674,1
1628610,Pâquerette Down the Bunburrows,0.1550016350127965,0.38269068094180575,8
1039960,Grisaia Phantom Trigger Vol.5.5,0.16974394001623336,0.382650546386829,1
2516170,G.I. Joe: Wrath of Cobra,0.17401858460998051,0.38264860583268573,1
865750,Harmony of the bravest,0.17668034391352183,0.3826437925894546,10
596030,Construct: Escape the System Demo,0.14888489837620847,0.3825724276157871,1
490080,Lock's Quest,0.1622695187983217,0.38228190921644956,11
3089150,Retail Company Simulator: Prologue,0.16387160815312599,0.38227812841679804,12
597730,Dark Grim Mariupolis,0.1917128151565532,0.38223220335972324,13
622220,Fate/EXTELLA LINK,0.25517110932429743,0.38221871325423634,9
824550,SD GUNDAM BATTLE ALLIANCE,0.25392514772552754,0.3821135629978959,9
450850,Cube Land Arena,0.21400974848551124,0.38206502383655405,3
205610,Port Royale 3,0.17038828364116834,0.38188649470936364,9
1688320,OneBit Adventure,0.16295591326673262,0.38179659852674674,3
1098270,ColdSide,0.2095721110550553,0.38164967030446956,8
1684670,Best Forklift Operator,0.20263902465936154,0.3816279494974439,12
2820590,Sex College 🔞,0.17663088141912545,0.38160081026181947,12
298480,Victory At Sea,0.1671769373520935,0.38146022398923346,12
3392420,GeckoShop,0.20097729884425697,0.3814434163417247,12
1271280,Rift Wizard,0.20228462797366403,0.3814310005349471,11
2507640,Pyroworks,0.1893991595743157,0.3814233365442424,8
2306880,街机捕鱼城-经典万炮捕鱼,0.15445812169129963,0.38140523250290576,12
2260930,Kill Pill,0.16542627315508765,0.3811159614342845,8
1076200,Roguebook,0.19805868063535143,0.3810994175499052,1
1748750,Crystarise,0.20888027997823702,0.38107955179720804,11
876140,Police Air Transporter,0.18764849537730985,0.3809803228329708,12
863940,Treasure Adventure Game,0.15445812169129963,0.3809285746477623,8
327670,Ironcast,0.2744033313246591,0.380924303000432,11
431940,Wildfire,0.2625383910147012,0.3808979555584701,8
2445340,Love n Life: Lucky Teacher,0.20985286771676567,0.38068502191865133,10
1011390,Field of Glory: Empires,0.3061989094575142,0.3806636944376281,9
2722210,Dungeon of Erotic Master Plus,0.17668034391352183,0.38061776038808187,9
3053820,Bloobs Adventure Idle Demo,0.15406135525247372,0.38060886822770185,10
537990,Heroine Anthem Zero,0.15978059995146127,0.3804273707588797,11
1225590,Sea of Solitude,0.2363623302393218,0.3804144299699639,11
1051420,Jey's Empire,0.18204771745733947,0.38032349274754174,9
237890,Agarest: Generations of War,0.17413132693246658,0.3802059602391078,9
916380,Panco's Journey,0.15445812169129963,0.3801910493758941,3
425940,Essential Scenery,0.15445812169129963,0.3799622310599043,12
1151740,Prison Princess,0.20888027997823702,0.3798526920490592,13
31940,Nancy Drew: Legend of the Crystal Skull Demo,0.2623893882405786,0.37982515952498846,8
31860,Nancy Drew: Legend of the Crystal Skull ,0.2623893882405786,0.37982515952498846,8
1291790,Lakeview Cabin 2,0.19650061863487295,0.37974948972389794,11
987980,王者战车,0.15445812169129963,0.3796940067465277,8
31280,Poker Night at the Inventory,0.27952721658395907,0.3796653359917145,12
3233670,DigDigDrill Demo,0.17858248348438185,0.3796411261529719,13
31840,Nancy Drew: Danger on Deception Island ,0.24113491584430652,0.37956949684964936,0
1686870,中华富甲三国,0.2128640408516119,0.3795353482448105,12
365450,Hacknet,0.19185373136959738,0.3793631625801711,8
540860,Dragon Kingdom War,0.12402765264273793,0.37919916226491424,12
506500,Party Panic,0.16307824583589722,0.37911579554924735,8
1365900,Mystika 4 : Dark Omens,0.20740035771117704,0.37902166756593875,13
645790,Home Wars,0.1810528433727369,0.3789924746318233,1
510660,Big Bang Empire,0.15445812169129963,0.3789400888857508,10
1829520,Powerlust,0.17668034391352183,0.37892342013169855,11
1512940,Malody V,0.17668034391352183,0.37890255999582484,13
1372910,Project Crimson,0.19178752626328902,0.37886085341905257,8
3267910,Primordialis Demo,0.18312479041982616,0.3786367493678799,12
671970,Junkyard Simulator,0.19087279531401294,0.37858347369230816,12
2056200,Summa Expeditionis,0.18171855850970142,0.37831558690179656,12
