appid,community_id,cosine_similarity
665370,7,-0.21021452017067135
665370,8,-0.21021452017067135
665370,9,-0.13646863400695605
665370,10,-0.21021452017067135
665370,11,-0.13646863400695605
665370,12,-0.21021452017067135
665370,13,-0.21021452017067135
2613060,0,-0.021034658524110048
2613060,1,-0.1139138687093081
2613060,2,-0.021034658524110066
2613060,3,-0.021034658524110066
2613060,4,-0.021034658524110066
2613060,5,-0.021034658524110066
2613060,6,-0.021034658524110066
2613060,7,-0.021034658524110066
2613060,8,-0.021034658524110066
2613060,9,-0.1139138687093081
2613060,10,-0.021034658524110066
2613060,11,-0.1139138687093081
2613060,12,-0.021034658524110066
2613060,13,-0.021034658524110066
6370,0,-0.194556987004373
6370,1,-0.11442823741046632
6370,2,-0.19455698700437302
6370,3,-0.19455698700437302
6370,4,-0.19455698700437302
6370,5,-0.19455698700437302
6370,6,-0.19455698700437302
6370,7,-0.19455698700437302
6370,8,-0.19455698700437302
6370,9,-0.11442823741046632
6370,10,-0.19455698700437302
6370,11,-0.11442823741046632
6370,12,-0.19455698700437302
6370,13,-0.19455698700437302
2612700,0,-0.05255253691817406
2612700,1,-0.166010391501278
2612700,2,-0.052552536918174055
2612700,3,-0.052552536918174055
2612700,4,-0.052552536918174055
2612700,5,-0.052552536918174055
2612700,6,-0.052552536918174055
2612700,7,-0.052552536918174055
2612700,8,-0.052552536918174055
2612700,9,-0.166010391501278
2612700,10,-0.052552536918174055
2612700,11,-0.166010391501278
2612700,12,-0.052552536918174055
2612700,13,-0.052552536918174055
1100150,0,-0.16648563182875703
1100150,1,-0.05031951430209964
1100150,2,-0.16648563182875706
1100150,3,-0.16648563182875706
1100150,4,-0.16648563182875706
1100150,5,-0.16648563182875706
1100150,6,-0.16648563182875706
1100150,7,-0.16648563182875706
1100150,8,-0.16648563182875706
1100150,9,-0.05031951430209964
1100150,10,-0.16648563182875706
1100150,11,-0.05031951430209964
1100150,12,-0.16648563182875706
1100150,13,-0.16648563182875706
2412490,0,-0.07147477318893947
2412490,1,-0.16521414262152
2412490,2,-0.07147477318893945
2412490,3,-0.07147477318893945
2412490,4,-0.07147477318893945
2412490,5,-0.07147477318893945
2412490,6,-0.07147477318893945
2412490,7,-0.07147477318893945
2412490,8,-0.07147477318893945
2412490,9,-0.16521414262152
2412490,10,-0.07147477318893945
2412490,11,-0.16521414262152
2412490,12,-0.07147477318893945
2412490,13,-0.07147477318893945
395860,0,-0.2674267533887596
395860,1,-0.22038425822548147
395860,2,-0.26742675338875965
395860,3,-0.26742675338875965
395860,4,-0.26742675338875965
395860,5,-0.26742675338875965
395860,6,-0.26742675338875965
395860,7,-0.26742675338875965
395860,8,-0.26742675338875965
395860,9,-0.22038425822548147
395860,10,-0.26742675338875965
395860,11,-0.22038425822548147
395860,12,-0.26742675338875965
395860,13,-0.26742675338875965
844850,0,-0.19626425196508912
844850,1,-0.2516762130893823
844850,2,-0.19626425196508906
844850,3,-0.19626425196508906
844850,4,-0.19626425196508906
844850,5,-0.19626425196508906
844850,6,-0.19626425196508906
844850,7,-0.19626425196508906
844850,8,-0.19626425196508906
844850,9,-0.2516762130893823
844850,10,-0.19626425196508906
844850,11,-0.2516762130893823
844850,12,-0.19626425196508906
844850,13,-0.19626425196508906
529640,0,-0.10281550963053458
529640,1,-0.04395164508781863
