appid,best_community_idx,best_community_id,similarity,above_threshold
878110,28,28,0.036139994859695435,False
1074340,2,2,0.6294664740562439,False
3694360,2,2,0.642458975315094,False
1245430,2,2,0.5286766886711121,False
338040,2,2,0.4308106601238251,False
355020,7,7,0.619449257850647,False
2637070,2,2,0.45621150732040405,False
3279100,28,28,0.45220324397087097,False
2520870,2,2,0.47811928391456604,False
813530,2,2,0.4386865794658661,False
1582650,2,2,0.5211328268051147,False
531180,32,32,0.5272233486175537,False
2512620,36,36,0.4044821560382843,False
37940,23,23,0.5090211629867554,False
538100,2,2,0.6533430814743042,False
665370,2,2,0.5336652994155884,False
2613060,2,2,0.4713514745235443,False
6370,7,7,0.4587042033672333,False
2612700,11,11,0.5321190357208252,False
1100150,27,27,0.4804340600967407,False
2412490,23,23,0.6144941449165344,False
395860,2,2,0.5941168069839478,False
844850,27,27,0.58889240026474,False
529640,27,27,0.4985654056072235,False
628040,11,11,0.30760428309440613,False
1016770,23,23,0.5742990970611572,False
915330,2,2,0.45521214604377747,False
3169620,2,2,0.24031366407871246,False
1700270,2,2,0.5470123291015625,False
2743970,21,21,0.37339890003204346,False
797400,21,21,0.4434318244457245,False
1039960,23,23,0.4810633957386017,False
20530,2,2,0.4563412666320801,False
2473640,11,11,0.4968183934688568,False
672150,11,11,0.2562977373600006,False
1040460,2,2,0.539766252040863,False
1649010,12,12,0.4200339913368225,False
716390,23,23,0.5090211629867554,False
1089790,2,2,0.5294727087020874,False
491100,2,2,0.763566792011261,True
130,2,2,0.4015154540538788,False
496450,2,2,0.2558397352695465,False
1135260,2,2,0.5298060178756714,False
22700,23,23,0.5336543321609497,False
655360,2,2,0.6371434926986694,False
21100,2,2,0.4105952978134155,False
3572870,23,23,0.5361149907112122,False
1356670,27,27,0.43463993072509766,False
225000,2,2,0.4961298704147339,False
1271280,11,11,0.42025354504585266,False
2757630,36,36,0.4376644492149353,False
3494930,21,21,0.5437774658203125,False
102600,1,1,0.560443103313446,False
674550,27,27,0.6961789131164551,False
1025140,2,2,0.5392933487892151,False
1890650,7,7,0.4536769986152649,False
1882240,23,23,0.44913533329963684,False
701750,27,27,0.6665142178535461,False
3677410,27,27,0.4823894798755646,False
931950,21,21,0.466670423746109,False
1998330,11,11,0.4272890090942383,False
5280,27,27,0.38455161452293396,False
2333030,2,2,0.4579877257347107,False
2011600,7,7,0.39244842529296875,False
242460,23,23,0.3840422034263611,False
605180,2,2,0.6015216112136841,False
260570,7,7,0.5710706114768982,False
1020470,2,2,0.6187199354171753,False
616040,2,2,0.5714295506477356,False
713070,2,2,0.46803203225135803,False
420290,12,12,0.47845250368118286,False
694500,30,30,0.49922481179237366,False
466490,2,2,0.5211008787155151,False
1600,1,1,0.41530707478523254,False
880950,27,27,0.30859050154685974,False
1803960,27,27,0.5012379288673401,False
1303580,21,21,0.49204927682876587,False
2435900,2,2,0.5359367728233337,False
283270,1,1,0.4196881055831909,False
1287800,2,2,0.379364937543869,False
2381620,2,2,0.42240044474601746,False
2192900,2,2,0.552452564239502,False
652980,2,2,0.5169549584388733,False
4540,23,23,0.49782896041870117,False
247750,1,1,0.5127735137939453,False
1471410,2,2,0.5050361752510071,False
1575710,28,28,0.036139994859695435,False
588010,23,23,0.28321388363838196,False
2102020,2,2,0.3135654926300049,False
436670,1,1,0.3577931821346283,False
3391050,36,36,0.5440549254417419,False
719730,2,2,0.4702584147453308,False
3108790,11,11,0.5724017024040222,False
1218360,36,36,0.5692076086997986,False
1354910,23,23,0.5750225782394409,False
668630,2,2,0.553356409072876,False
1118840,2,2,0.5493964552879333,False
1868170,27,27,0.4808486998081207,False
673850,2,2,0.5236271619796753,False
390470,2,2,0.5195719599723816,False
370550,2,2,0.7914911508560181,True
1277950,2,2,0.6105337142944336,False
1740300,27,27,0.5755015015602112,False
508300,23,23,0.4764018952846527,False
1116290,2,2,0.5996297001838684,False
1794490,27,27,0.11059243232011795,False
780490,23,23,0.433411568403244,False
1786760,36,36,0.3765445053577423,False
337760,21,21,0.438688725233078,False
612510,7,7,0.5136774778366089,False
2856370,11,11,0.608374834060669,False
1292540,2,2,0.6528558135032654,False
584370,2,2,0.5896354913711548,False
592330,2,2,0.5624138712882996,False
1902490,2,2,0.45044928789138794,False
428430,2,2,0.678921103477478,False
2128740,27,27,0.3817533850669861,False
650940,36,36,0.38198280334472656,False
2092660,2,2,0.5859937071800232,False
2522270,11,11,0.5592033863067627,False
22000,1,1,0.4408397674560547,False
676570,2,2,0.6470868587493896,False
1363690,21,21,0.5244428515434265,False
2579840,2,2,0.5924324989318848,False
965230,11,11,0.4091089367866516,False
427920,23,23,0.23492145538330078,False
3160580,21,21,0.5936122536659241,False
1271750,36,36,0.5554408431053162,False
638110,2,2,0.4040405750274658,False
762650,28,28,0.036139994859695435,False
891200,2,2,0.5346212387084961,False
247950,34,34,0.5896795392036438,False
2095890,2,2,0.5257342457771301,False
1209330,2,2,0.3642425537109375,False
