appid,best_community_idx,best_community_id,similarity,above_threshold
1587540,36,36,0.4775247573852539,False
1428560,2,2,0.48538240790367126,False
1163460,27,27,0.5978623032569885,False
237700,23,23,0.5355195999145508,False
1789480,2,2,0.3565495014190674,False
1096550,2,2,0.5227035284042358,False
2967500,2,2,0.5143240094184875,False
1693000,21,21,0.5179993510246277,False
1271050,2,2,0.426967054605484,False
1018000,27,27,0.46700382232666016,False
1933490,2,2,0.474290668964386,False
1450120,23,23,0.4961799085140228,False
1321590,2,2,0.5799534916877747,False
225260,1,1,0.47586825489997864,False
2503710,2,2,0.4481312036514282,False
2718010,2,2,0.48209667205810547,False
10040,23,23,0.5130900740623474,False
1226310,2,2,0.5480450391769409,False
601780,2,2,0.41744691133499146,False
1163870,2,2,0.5001487135887146,False
1470110,2,2,0.543083131313324,False
2715650,36,36,0.5583474636077881,False
587100,27,27,0.4947526156902313,False
212630,21,21,0.4244517982006073,False
46500,2,2,0.5522640347480774,False
501280,2,2,0.4108438789844513,False
1294810,2,2,0.3813377022743225,False
264840,36,36,0.6049343347549438,False
2134030,7,7,0.42747652530670166,False
1067860,21,21,0.5100480318069458,False
979560,2,2,0.39053934812545776,False
437100,2,2,0.5721049904823303,False
1275640,7,7,0.25730207562446594,False
2937910,2,2,0.46369537711143494,False
3535220,36,36,0.4521307051181793,False
494740,2,2,0.43666478991508484,False
702110,23,23,0.5909522175788879,False
1694600,2,2,0.4474644660949707,False
2291020,27,27,0.2915889024734497,False
1441570,7,7,0.46465498208999634,False
1859470,2,2,0.5391296744346619,False
628960,2,2,0.7087917327880859,True
7830,21,21,0.4742847979068756,False
576960,10,10,0.48754626512527466,False
2719060,28,28,0.03944867104291916,False
533830,23,23,0.479884535074234,False
2609610,2,2,0.4738757610321045,False
417840,2,2,0.7011634707450867,True
2529770,36,36,0.40384942293167114,False
658890,2,2,0.4916887879371643,False
1160790,23,23,0.7077421545982361,True
1507120,2,2,0.5574740171432495,False
796920,2,2,0.5805042386054993,False
586380,2,2,0.7350146770477295,True
1236240,2,2,0.5408807396888733,False
222980,27,27,0.4734443128108978,False
1141550,2,2,0.5921034216880798,False
2309400,27,27,0.504631519317627,False
3219650,2,2,0.5485826134681702,False
924750,2,2,0.5706615447998047,False
1804010,27,27,0.5787113308906555,False
375840,23,23,0.4185386598110199,False
2720290,2,2,0.5215863585472107,False
1165850,2,2,0.47175851464271545,False
215120,36,36,0.49205848574638367,False
714080,27,27,0.34686461091041565,False
754520,2,2,0.5458155274391174,False
1469170,21,21,0.36126700043678284,False
1137300,23,23,0.5053939819335938,False
336670,2,2,0.42515408992767334,False
487430,27,27,0.48985764384269714,False
965890,2,2,0.5944217443466187,False
2022270,2,2,0.38440388441085815,False
40350,2,2,0.5233983397483826,False
33760,2,2,0.6298874616622925,False
1917850,2,2,0.6372863054275513,False
277590,1,1,0.19482430815696716,False
2429210,36,36,0.4061393141746521,False
975550,2,2,0.47869691252708435,False
33670,32,32,0.6489371657371521,False
1400860,21,21,0.39873379468917847,False
2914470,36,36,0.5323083996772766,False
416640,36,36,0.03923749178647995,False
783050,2,2,0.46898019313812256,False
3076620,11,11,0.499404639005661,False
1356480,2,2,0.6364485025405884,False
434030,21,21,0.29482293128967285,False
1391200,23,23,0.48813149333000183,False
397160,11,11,0.5734342932701111,False
1348180,36,36,0.4418259561061859,False
2636420,2,2,0.5517251491546631,False
1570960,2,2,0.4585903286933899,False
501470,2,2,0.46235746145248413,False
1524790,36,36,0.4979228675365448,False
598600,2,2,0.5786680579185486,False
1007020,23,23,0.4069233536720276,False
418960,2,2,0.7778735756874084,True
2327780,2,2,0.4036206901073456,False
2318070,2,2,0.4928174614906311,False
395900,2,2,0.6025217175483704,False
249230,34,34,0.39551278948783875,False
858500,7,7,0.7262462973594666,True
1649290,2,2,0.6424522995948792,False
521660,31,31,0.3918803036212921,False
2512200,2,2,0.5109291076660156,False
3399040,2,2,0.5363759994506836,False
844900,2,2,0.48427504301071167,False
1797930,2,2,0.5585344433784485,False
1872680,2,2,0.556325376033783,False
1715750,2,2,0.4255436956882477,False
410120,7,7,0.5669910311698914,False
2296100,2,2,0.5196419358253479,False
729000,36,36,0.5545755624771118,False
380060,23,23,0.503659725189209,False
218640,34,34,0.5017289519309998,False
412430,11,11,0.6527613401412964,False
1865370,2,2,0.5003562569618225,False
1611430,27,27,0.46202388405799866,False
1440170,2,2,0.45184770226478577,False
506500,2,2,0.5654625296592712,False
3039500,36,36,0.5905632972717285,False
3106530,21,21,0.37361007928848267,False
1074610,2,2,0.5813303589820862,False
437990,23,23,0.46200820803642273,False
328790,21,21,0.5931406617164612,False
2804680,2,2,0.5643506050109863,False
684430,2,2,0.5708059072494507,False
1107720,11,11,0.6566631197929382,False
1136440,2,2,0.5892201066017151,False
728830,2,2,0.7333107590675354,True
377950,2,2,0.5122042894363403,False
2532430,2,2,0.5438427329063416,False
1305080,2,2,0.5115641951560974,False
3550980,2,2,0.47909486293792725,False
301670,2,2,0.565604567527771,False
1540150,2,2,0.41710489988327026,False
1648560,36,36,0.482666939496994,False
936010,2,2,0.6612499952316284,False
491790,2,2,0.49560096859931946,False
