node_id,community_id,community_size
2249160,0,1128
1960850,0,1128
450140,0,1128
831660,0,1128
255300,0,1128
1104470,0,1128
2744880,0,1128
3024540,0,1128
1641010,0,1128
241070,0,1128
2067350,0,1128
1005310,0,1128
865540,0,1128
1100260,0,1128
1144440,0,1128
2741390,0,1128
41210,0,1128
410480,0,1128
465940,0,1128
289820,0,1128
1101580,0,1128
951430,0,1128
1948160,0,1128
1726190,0,1128
834800,0,1128
3237710,0,1128
1449320,0,1128
871280,0,1128
1459010,0,1128
1389840,0,1128
1313900,0,1128
1871480,0,1128
673450,0,1128
1741120,0,1128
1318240,0,1128
2529080,0,1128
2015080,0,1128
60800,0,1128
1771690,0,1128
34000,0,1128
400740,0,1128
603440,0,1128
2416350,0,1128
2747550,0,1128
1608230,0,1128
1037020,0,1128
702670,0,1128
3440120,0,1128
1436590,0,1128
1432910,0,1128
2536840,0,1128
1902870,0,1128
1710170,0,1128
2678990,0,1128
1000030,0,1128
2945540,0,1128
546090,0,1128
2455340,0,1128
748300,0,1128
257850,0,1128
3295540,0,1128
915600,0,1128
1819460,0,1128
1528560,0,1128
562360,0,1128
1111810,0,1128
338800,0,1128
569290,0,1128
1174640,0,1128
337220,0,1128
2988080,0,1128
247830,0,1128
1644500,0,1128
32900,0,1128
353700,0,1128
1146510,0,1128
267530,0,1128
2441570,0,1128
371520,0,1128
272260,0,1128
261070,0,1128
1229900,0,1128
1999170,0,1128
643960,0,1128
1993490,0,1128
1506810,0,1128
640310,0,1128
1615060,0,1128
939620,0,1128
1754290,0,1128
1061490,0,1128
333880,0,1128
2244200,0,1128
569810,0,1128
1904650,0,1128
1330890,0,1128
345610,0,1128
492500,0,1128
3249680,0,1128
3471590,0,1128
789760,0,1128
542400,0,1128
2746320,0,1128
2176850,0,1128
1124260,0,1128
1839060,0,1128
2875760,0,1128
2088340,0,1128
1358140,0,1128
465520,0,1128
268540,0,1128
1911860,0,1128
1856030,0,1128
337150,0,1128
3493560,0,1128
1605010,0,1128
71310,0,1128
855640,0,1128
1345890,0,1128
305190,0,1128
351870,0,1128
1400910,0,1128
323720,0,1128
3482840,0,1128
447780,0,1128
557600,0,1128
1813860,0,1128
2652000,0,1128
219910,0,1128
391860,0,1128
1359650,0,1128
511470,0,1128
496650,0,1128
1058320,0,1128
998930,0,1128
1167680,0,1128
804700,0,1128
2398170,0,1128
284050,0,1128
598550,0,1128
1099220,0,1128
2531370,0,1128
314150,0,1128
1399670,0,1128
241260,0,1128
3018910,0,1128
1662210,0,1128
1926580,0,1128
1590750,0,1128
1937110,0,1128
2217110,0,1128
1805130,0,1128
2419090,0,1128
389950,0,1128
1543240,0,1128
1930640,0,1128
1392340,0,1128
1968840,0,1128
2122090,0,1128
2976900,0,1128
928830,0,1128
1146970,0,1128
303850,0,1128
275440,0,1128
2072640,0,1128
1543750,0,1128
1159830,0,1128
1935010,0,1128
2119590,0,1128
284750,0,1128
252890,0,1128
3172310,0,1128
2176790,0,1128
251470,0,1128
2229920,0,1128
241050,0,1128
2348100,0,1128
959000,0,1128
1334590,0,1128
11050,0,1128
1865960,0,1128
502150,0,1128
2129810,0,1128
70600,0,1128
3161800,0,1128
497080,0,1128
2916220,0,1128
351920,0,1128
2355150,0,1128
5030,0,1128
1369340,0,1128
507400,0,1128
386620,0,1128
333300,0,1128
762830,0,1128
234270,0,1128
3473600,0,1128
1897650,0,1128
448080,0,1128
541300,0,1128
940580,0,1128
560230,0,1128
2168260,0,1128
840140,0,1128
620130,0,1128
3425340,0,1128
1952520,0,1128
1330190,0,1128
925460,0,1128
400980,0,1128
1790370,0,1128
2069640,0,1128
376550,0,1128
1005240,0,1128
924240,0,1128
23460,0,1128
434920,0,1128
607030,0,1128
1741130,0,1128
2875090,0,1128
2785340,0,1128
899310,0,1128
272830,0,1128
2488590,0,1128
531920,0,1128
1492680,0,1128
1546860,0,1128
1357610,0,1128
2140100,0,1128
55190,0,1128
618470,0,1128
3344950,0,1128
34650,0,1128
201700,0,1128
386700,0,1128
1534840,0,1128
873490,0,1128
1160920,0,1128
1632750,0,1128
1289380,0,1128
366260,0,1128
1802190,0,1128
2098090,0,1128
574980,0,1128
612540,0,1128
1254620,0,1128
2916180,0,1128
1554220,0,1128
743390,0,1128
886070,0,1128
366240,0,1128
329970,0,1128
1478650,0,1128
202750,0,1128
249380,0,1128
439190,0,1128
302120,0,1128
754120,0,1128
92250,0,1128
2203040,0,1128
545410,0,1128
1008740,0,1128
1792080,0,1128
249650,0,1128
1507780,0,1128
1263520,0,1128
1191290,0,1128
241620,0,1128
3008190,0,1128
679520,0,1128
1652610,0,1128
1755580,0,1128
303760,0,1128
201290,0,1128
2450120,0,1128
2882870,0,1128
629690,0,1128
1904860,0,1128
3112730,0,1128
1040420,0,1128
1314630,0,1128
1083650,0,1128
1217390,0,1128
572150,0,1128
461730,0,1128
696310,0,1128
615610,0,1128
1547670,0,1128
993780,0,1128
570780,0,1128
1036910,0,1128
1500940,0,1128
11120,0,1128
1202690,0,1128
1184870,0,1128
590590,0,1128
1164310,0,1128
1089080,0,1128
1827050,0,1128
1385100,0,1128
661690,0,1128
1088970,0,1128
203830,0,1128
2671210,0,1128
2794610,0,1128
2285630,0,1128
363620,0,1128
2401930,0,1128
2497930,0,1128
1248080,0,1128
3028500,0,1128
314790,0,1128
1967260,0,1128
1570010,0,1128
3122890,0,1128
1709900,0,1128
2181470,0,1128
441920,0,1128
965320,0,1128
236530,0,1128
1550010,0,1128
406170,0,1128
1688740,0,1128
514170,0,1128
1841250,0,1128
8630,0,1128
2844700,0,1128
1956600,0,1128
566970,0,1128
91310,0,1128
879510,0,1128
1428520,0,1128
2812610,0,1128
433280,0,1128
383630,0,1128
1931990,0,1128
1751000,0,1128
2072810,0,1128
1002000,0,1128
1903620,0,1128
351660,0,1128
1373550,0,1128
1628620,0,1128
2296430,0,1128
11190,0,1128
1682050,0,1128
1286990,0,1128
563810,0,1128
331670,0,1128
442070,0,1128
465490,0,1128
3014550,0,1128
1894810,0,1128
2119940,0,1128
395930,0,1128
2350550,0,1128
1561960,0,1128
21980,0,1128
450860,0,1128
535000,0,1128
598980,0,1128
1730590,0,1128
826940,0,1128
1964040,0,1128
1060670,0,1128
1070550,0,1128
781260,0,1128
42640,0,1128
2886550,0,1128
617830,0,1128
1918680,0,1128
362980,0,1128
1577160,0,1128
2157680,0,1128
501790,0,1128
26110,0,1128
2427360,0,1128
6350,0,1128
366710,0,1128
228260,0,1128
1418760,0,1128
561600,0,1128
996770,0,1128
2957290,0,1128
2287150,0,1128
2414110,0,1128
1975280,0,1128
368370,0,1128
247020,0,1128
22230,0,1128
224480,0,1128
1667400,0,1128
1571460,0,1128
434460,0,1128
401710,0,1128
2366970,0,1128
2344020,0,1128
1904530,0,1128
12690,0,1128
1558990,0,1128
2102450,0,1128
612300,0,1128
1247360,0,1128
2244880,0,1128
818320,0,1128
1049710,0,1128
3380740,0,1128
1573100,0,1128
1109680,0,1128
1435010,0,1128
2756120,0,1128
447800,0,1128
658870,0,1128
23480,0,1128
493320,0,1128
1764240,0,1128
1047110,0,1128
505730,0,1128
1549550,0,1128
240150,0,1128
239760,0,1128
255320,0,1128
201760,0,1128
1276660,0,1128
2282680,0,1128
1904580,0,1128
201280,0,1128
23390,0,1128
3009830,0,1128
39620,0,1128
2851150,0,1128
3498810,0,1128
392940,0,1128
569800,0,1128
323850,0,1128
2095950,0,1128
3361340,0,1128
3298150,0,1128
404930,0,1128
2157360,0,1128
447290,0,1128
438480,0,1128
1555110,0,1128
415150,0,1128
619330,0,1128
1447310,0,1128
1027130,0,1128
1677670,0,1128
