appid,best_community_idx,best_community_id,similarity
1141550,7,7,0.5742431879043579
2232600,7,7,0.5742198824882507
617160,7,7,0.5741233229637146
3002620,7,7,0.5738664865493774
396060,7,7,0.5737136006355286
3060170,7,7,0.5734754204750061
965890,7,7,0.5734680891036987
862800,7,7,0.5734311938285828
493600,7,7,0.5734120011329651
2216130,7,7,0.5731291770935059
2942050,7,7,0.5730494260787964
3158480,7,7,0.5730376243591309
431460,7,7,0.5730289220809937
726830,7,7,0.5729665160179138
2159670,7,7,0.5729411840438843
915490,7,7,0.5728528499603271
1516490,7,7,0.5727779269218445
326380,7,7,0.5727565288543701
646280,7,7,0.5725421905517578
2579840,7,7,0.5725051164627075
2295610,7,7,0.5725006461143494
1136440,6,6,0.5722318291664124
433300,7,7,0.572144627571106
457860,7,7,0.5720651149749756
406220,7,7,0.5718866586685181
397420,7,7,0.5718591213226318
630870,7,7,0.5718001127243042
467220,7,7,0.5717089176177979
733950,7,7,0.571428120136261
1933840,7,7,0.571299135684967
1024630,7,7,0.5711448788642883
584370,7,7,0.5711111426353455
433590,7,7,0.5710941553115845
1074610,7,7,0.5710885524749756
677280,7,7,0.570889949798584
386930,7,7,0.5707034468650818
348540,7,7,0.5702584385871887
436910,7,7,0.5702432990074158
696160,7,7,0.5701171159744263
325430,7,7,0.570052981376648
1281200,7,7,0.5699766278266907
496980,7,7,0.5699238181114197
1782330,7,7,0.5698230862617493
1816950,7,7,0.5697762370109558
784050,6,6,0.5696075558662415
1811500,7,7,0.5695707201957703
3460130,7,7,0.5694312453269958
612380,7,7,0.5693864822387695
513590,7,7,0.569266676902771
645280,7,7,0.5689961910247803
311860,7,7,0.5688720941543579
2353760,7,7,0.5686087012290955
876290,7,7,0.5684428811073303
2075070,7,7,0.5683712959289551
516670,7,7,0.5683169364929199
2986370,7,7,0.5682462453842163
856100,7,7,0.5680490732192993
447690,7,7,0.5679594874382019
1179210,6,6,0.567730724811554
1255650,7,7,0.5673701763153076
