achievements_total,appid,avg_players_median_6m,categories,coming_soon,community_id,community_size,controller_support,crawl_status,crawl_timestamp,developers,discount_percent,dlc_count,final_price,first_month_in_window,genres,has_dlc,initial_price,is_free,is_synthetic_community,label_dead,label_dead_binary,last_month,linux,mac,metacritic_score,min_months_ok,min_months_required,months_used,name,pc_min_requirements,publishers,recommendations_total,release_date,required_age,supported_languages,tags,type,windows
49.0,203750,9.22,Action,False,,,Full Xbox Controller Support,success,2025-08-25T02:04:13.288423,Devil's Details,0.0,2.0,₪55.95,2025-02-01,Action,True,₪55.95,False,False,Dead,1,2025-07-01,False,False,68.0,True,3,6,Binary Domain,"Minimum:OS *:Microsoft Windows 7/Vista/XPProcessor:Intel Core 2 Duo @ 2.66 GHz or AMD equivalentMemory:2GB RAM (XP)/3GB RAM (Windows 7 / Vista)Graphics:NVIDIA GeForce GT220 (512MB) / ATI Radeon HD 2600 XT (512MB)Hard Drive:8 GB free hard drive spaceRecommended:OS *:Microsoft Windows 7Processor:Intel Core i5 @ 2.66 GHz or AMD equivalentMemory:3GB RAMGraphics:NVIDIA GeForce GTX 460 (1GB) / ATI Radeon HD 5750 (1GB)Hard Drive:8 GB free hard drive space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",SEGA,20.0,"26 Apr, 2012",0.0,"English, French, German, Italian, Spanish - Spain","Action, Third-Person Shooter, Sci-fi, Robots, Cyberpunk, Story Rich, Shooter, Third Person, Singleplayer, Transhumanism, Futuristic, Adventure, Co-op, Dystopian, Multiplayer, Controller, Atmospheric, Voice Control, Great Soundtrack, RPG",game,True
14.0,700160,1.45,"Action, Adventure, Casual, Indie",False,,,Full Xbox Controller Support,success,2025-08-26T11:03:26.238645,Nyamakop,0.0,0.0,₪36.95,2020-12-01,"Action, Adventure, Casual, Indie",False,₪36.95,False,False,Dead,1,2024-09-01,False,True,79.0,True,3,6,Semblance,"Minimum:OS *:Windows 8 / 7Processor:2.0 GHz CPU (Dual Core recommended)Memory:1 GB RAMGraphics:ATi Radeon HD 2400 or NVIDIA GeForce 7600 or betterDirectX:Version 9.0cStorage:2700 MB available spaceSound Card:DirectX 9.0c compatibleAdditional Notes:For systems under the minimum requirements: although old machines will run the game they may cause considerable lag making progression through the game extremely difficult.*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Good Shepherd Entertainment,306.0,"24 Jul, 2018",0.0,"English, French, German, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese","Indie, Casual, Puzzle Platformer, 2D, Puzzle, Platformer, Action, Adventure, Cute, Side Scroller, Family Friendly, Colorful, Minimalist, Great Soundtrack, Relaxing, Atmospheric, Mystery, Nonlinear, Fantasy, Multiple Endings",game,True
0.0,496760,2.695,Adventure,False,,,,success,2025-08-25T20:17:24.696501,Sierra On-Line,0.0,0.0,₪24.00,2025-01-01,Adventure,False,₪24.00,False,False,Dead,1,2025-07-01,False,False,,True,3,6,Gabriel Knight 2: The Beast Within,"Minimum:OS *:Windows XP / Vista / 7 / 8 / 10Processor:1.0 GHzMemory:256 MB RAMGraphics:DirectX 7 CompatibleDirectX:Version 7.0Storage:3200 MB available spaceSound Card:DirectX CompatibleRecommended:Processor:1.4 GHzMemory:512 MB RAMGraphics:DirectX 9 Compatible*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Activision,220.0,"30 Jun, 1995",0.0,English,"Adventure, FMV, Point & Click, Mystery, 1990's, Story Rich, Classic, Werewolves, Detective, Atmospheric, Supernatural, Puzzle, Horror",game,True
0.0,7880,0.76,,False,,,,success,2025-08-24T20:58:14.383846,,40.0,0.0,₪3.70,2020-08-01,,False,₪18.50,False,False,Dead,1,2024-07-01,True,True,,True,3,6,1701 A.D.: Sunken Dragon,,,0.0,,0.0,,,game,True
15.0,2235440,3.215,"Action, Adventure",False,,,Partial Xbox Controller Support,success,2025-08-26T00:02:10.572187,Drakhar Studios,0.0,0.0,₪149.95,2024-11-01,"Action, Adventure",False,₪149.95,False,False,Dead,1,2025-07-01,False,False,,True,3,6,My Little Pony: A Zephyr Heights Mystery,Minimum:Requires a 64-bit processor and operating systemOS:Windows 10 64-BitProcessor:AMD Ryzen 3 1200 /Intel Core i3-7100Memory:10 GB RAMGraphics:AMD Radeon RX Vega 10 / Nvidia GTX 750DirectX:Version 11Storage:10 GB available spaceSound Card:DirectX Compatible Sound CardRecommended:Requires a 64-bit processor and operating systemOS:Windows 10 64-BitProcessor:AMD Ryzen 5 2500X / Intel Core i5-8400Memory:10 GB RAMGraphics:AMD Radeon RX Vega 56 / Nvidia GTX 960DirectX:Version 11Storage:10 GB available spaceSound Card:DirectX Compatible Sound Card,Outright Games Ltd.,97.0,"17 May, 2024",0.0,"English, French, Italian, German, Spanish - Spain, Arabic, Danish, Dutch, Finnish, Japanese, Korean, Norwegian, Polish, Portuguese - Brazil, Simplified Chinese, Spanish - Latin America, Swedish, Traditional Chinese","Adventure, Family Friendly, 3D Platformer, Multiplayer, Platformer, Horses, Action-Adventure, Action, Cute, Exploration, Cartoon, 3D, Female Protagonist, Magic, Colorful, Co-op, Local Co-Op, Minigames, Local Multiplayer, Singleplayer",game,True
16.0,472870,11.08,Adventure,False,,,,success,2025-08-25T19:05:20.159303,07th Expansion,0.0,0.0,₪29.50,2025-02-01,Adventure,False,₪29.50,False,False,Dead,1,2025-07-01,True,True,,True,3,6,Higurashi When They Cry Hou - Ch.3 Tatarigoroshi,"Minimum:OS *:Windows XPProcessor:Pentium III 800 MHzMemory:512 MB RAMGraphics:OpenGL Compatible CardDirectX:Version 9.0aStorage:500 MB available spaceRecommended:OS *:Windows 7 +Processor:Pentium 4 1.4GHzGraphics:DirectX or OpenGL Compatible Card*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",MangaGamer,17.0,"17 Jun, 2016",0.0,"English, Japanese","Visual Novel, Anime, Mystery, Story Rich, Psychological, Horror, Dark, Great Soundtrack, Singleplayer, Psychological Horror, Atmospheric, Adventure, Violent, Cute, Cult Classic, Gore, 2D, Linear, Classic, Indie",game,True
15.0,2708450,25.035,"Action, Casual, Indie",False,,,,success,2025-08-25T08:22:13.669110,Cozy Cabin Studios,0.0,0.0,₪36.95,2025-02-01,"Action, Casual, Indie",False,₪36.95,False,False,Dead,1,2025-07-01,False,False,,True,3,6,Oh Deer,Minimum:Requires a 64-bit processor and operating systemOS:Windows 10 or later 64-bit (latest update)Processor:Intel Core i5-7400 or AMD Ryzen 5 1400Memory:8 GB RAMGraphics:NVIDIA GTX 1060 or AMD RX 580DirectX:Version 12Network:Broadband Internet connectionRecommended:Requires a 64-bit processor and operating systemOS:Windows 10 or later 64-bit (latest update)Processor:Intel Core i7-8700 or AMD Ryzen 5 3600Memory:12 GB RAMGraphics:NVIDIA RTX 2080 or AMD 6700-XTDirectX:Version 12Network:Broadband Internet connection,Cozy Cabin Studios,27.0,"27 Jun, 2024",0.0,English,"Multiplayer, Funny, Social Deduction, Stealth, Horror, Archery, Co-op, Comedy, Action, PvP, Satire, Detective, Third Person, First-Person, Online Co-Op, Colorful, Casual, 3D, Survival, Nature",game,True
0.0,381650,0.0,,False,,,,success,2025-08-25T12:39:46.335261,,80.0,0.0,₪12.45,2016-12-01,,False,₪249.00,False,False,Dead,1,2019-08-01,True,True,,True,3,3,Ashes of the Singularity - Soundtrack DLC,,,0.0,,0.0,,,game,True
29.0,282050,2.735,"Racing, Simulation, Sports",False,,,Partial Xbox Controller Support,success,2025-08-25T06:08:23.707506,"Rainbow Studios, THQ Nordic",0.0,33.0,₪110.95,2025-01-01,"Racing, Simulation, Sports",True,₪110.95,False,False,Dead,1,2025-07-01,False,False,,True,3,6,MX vs. ATV Supercross Encore,"Minimum:OS *:Windows® Vista, Windows® 7, Windows® 8, Windows® 10Processor:Intel® Core™ 2 Duo @ 1.8Ghz / AMD Athlon 64 X2 equivalentMemory:2 GB RAMGraphics:DirectX 10 compatible graphics card like Intel HD 3000, NVIDIA GeForce GTS 240 (1GB VRAM) or ATI Radeon HD 4600 (1GB VRAM)DirectX:Version 9.0cStorage:5 GB available spaceAdditional Notes:Recommended: Xbox 360 Controller | AMD Crossfire™ and NVIDIA SLI is not supported*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",THQ Nordic,615.0,"27 Oct, 2015",0.0,"English, French, Italian, German, Spanish - Spain","Racing, Sports, Simulation, Motocross, Motorbike, ATV, Offroad, Multiplayer, Third Person, Bikes, Singleplayer",game,True
0.0,396740,0.145,,False,,,,success,2025-08-25T13:48:02.605770,,95.0,0.0,₪12.45,2017-07-01,,False,₪249.00,False,False,Dead,1,2019-04-01,True,True,,True,3,6,Blood Bowl 2 Legendary Beta,,,0.0,,0.0,,,game,True
0.0,946720,5.73,"Casual, Indie, Simulation",False,,,Partial Xbox Controller Support,success,2025-08-24T10:21:02.215985,"Little Rock Games, indie.io",55.0,1.0,₪13.87,2025-02-01,"Casual, Indie, Simulation",True,₪73.95,False,False,Dead,1,2025-07-01,False,True,,True,3,6,To The Rescue!,"Minimum:OS *:Windows 7+Processor:2.2 GHz Dual CoreMemory:4 GB RAMGraphics:512 MB VRAMDirectX:Version 11Storage:6 GB available spaceRecommended:OS *:Windows 7+Processor:2.2 GHz Dual CoreMemory:4 GB RAMGraphics:512 MB VRAMDirectX:Version 11Storage:6 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",indie.io,1801.0,"2 Nov, 2021",0.0,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese","Dog, Management, Immersive Sim, Building, Casual, Life Sim, Cute, 2D, Top-Down, Choices Matter, Simulation, Stylized, Family Friendly, Singleplayer, Resource Management, Indie, Hand-drawn, Base Building, Pixel Graphics",game,True
50.0,1547860,1.98,"Action, Adventure, Indie",False,,,,success,2025-08-24T11:06:53.423029,indie_games_studio,0.0,0.0,₪73.95,2023-12-01,"Action, Adventure, Indie",False,₪73.95,False,False,Dead,1,2024-05-01,False,False,,True,3,6,EBOLA 3,"Minimum:Requires a 64-bit processor and operating systemOS *:Windows  7/8/10Processor:Intel CORE i5Memory:8 GB RAMGraphics:Nvidia Geforce 820mStorage:26 GB available spaceAdditional Notes:64-BitRecommended:Requires a 64-bit processor and operating systemOS *:Windows  7/8/10Processor:Intel CORE i7Memory:8 GB RAMGraphics:NVIDIA GeForce GTX 1060Storage:26 GB available spaceAdditional Notes:64-Bit*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",indie_games_studio,287.0,"19 Sep, 2022",0.0,"English, Russian, French, Italian, German, Simplified Chinese, Korean, Polish, Portuguese - Portugal, Japanese, Spanish - Spain, Traditional Chinese, Ukrainian","Survival Horror, First-Person, Horror, Singleplayer, Atmospheric, Zombies, Gore, Psychological Horror, Action, Violent, Survival, Adventure, Puzzle, Story Rich, FPS, Multiplayer, Exploration, Choices Matter, Shooter, Nonlinear",game,True
0.0,318240,0.0,,False,,,,success,2025-08-25T08:07:33.907637,,0.0,0.0,,2016-04-01,,False,,False,False,Dead,1,2019-08-01,False,False,,True,3,5,Ragnarok Online - Elite Pack,,,0.0,,0.0,,,game,False
40.0,1161640,1.3,"Adventure, Indie, RPG",False,,,Partial Xbox Controller Support,success,2025-08-25T02:08:12.909402,Studio [notes.],0.0,0.0,Free,2023-04-01,"Adventure, Indie, RPG",False,Free,True,False,Dead,1,2024-04-01,False,False,,True,3,3,Kowloon's Curse: Lost Report,"Minimum:Requires a 64-bit processor and operating systemOS *:Windows 7Processor:2Ghz Dual CoreMemory:4 GB RAMGraphics:1GB VRAMStorage:1 GB available spaceAdditional Notes:64-bit onlyRecommended:Requires a 64-bit processor and operating system*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Studio [notes.],221.0,"22 Mar, 2023",0.0,English,"Adventure, RPG, JRPG, Visual Novel, 3D, First-Person, Atmospheric, Cyberpunk, Dark, Horror, Multiple Endings, Perma Death, Turn-Based Combat, Singleplayer, Alternate History, Choices Matter, Story Rich, Indie, Free to Play, Surreal",game,True
20.0,539290,1.135,Casual,False,,,Full Xbox Controller Support,success,2025-08-25T23:43:07.036668,Sanuk Games,18.0,0.0,₪36.95,2021-08-01,Casual,False,₪110.85,False,False,Dead,1,2023-05-01,False,False,,True,3,6,Brick Breaker,"Minimum:OS *:Windows 7Processor:Intel Pentium Dual-Core E5200 (2.5GHz)Memory:4 GB RAMGraphics:Nvidia GeForce 9500 GT / ATI(AMD) Radeon HD4650DirectX:Version 11Storage:480 MB available spaceRecommended:OS:Windows 10Processor:Intel Core i5Memory:8 GB RAMGraphics:Nvidia Geforce GT 730 / AMD Radeon R7 250DirectX:Version 12Storage:480 MB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Nacon,131.0,"20 Feb, 2017",0.0,"English, French, Italian, German, Spanish - Spain, Dutch","Casual, Funny, Action, Indie, Multiplayer, Cute, 2D, Singleplayer, Family Friendly, Colorful, Puzzle, Physics, Arcade, Pinball, Retro, Controller, Remake, Arena Shooter, 4 Player Local, Real-Time",game,True
8.0,605230,44.44,"Indie, Massively Multiplayer, Simulation, Early Access",False,,,,success,2025-08-26T04:50:57.386577,Loading Home,0.0,0.0,₪73.95,2025-02-01,"Indie, Massively Multiplayer, Simulation, Early Access",False,₪73.95,False,False,Dead,1,2025-07-01,True,True,,True,3,6,Grey Hack,"Minimum:OS:Windows 10, Windows 11Processor:SSE2 instruction set supportMemory:512 MB RAMGraphics:DX10, DX11, DX12 capable GPUStorage:500 MB available space",Loading Home,14.0,"14 Dec, 2017",0.0,"English, Spanish - Spain","Hacking, Simulation, Programming, Massively Multiplayer, Indie, Early Access, Realistic, Strategy, Sandbox, Typing, Logic, PvP, Text-Based, Education, Cyberpunk, Crime, 2D, Detective, Immersive Sim, Adventure",game,True
34.0,431600,33.045,"Racing, Simulation, Sports",False,,,Partial Xbox Controller Support,success,2025-08-25T16:21:35.694669,Reiza Studios,0.0,9.0,₪92.95,2025-02-01,"Racing, Simulation, Sports",True,₪92.95,False,False,Dead,1,2025-07-01,False,False,,True,3,6,Automobilista,"Minimum:OS *:Windows XP / Vista / 7 / 8 / 10Processor:1,8 GHz or 100% compatible CPUMemory:4 GB RAMGraphics:DX9 Compatible with minumum 1GB Video MemoryDirectX:Version 9.0cStorage:25 GB available spaceRecommended:OS *:Windows XP / Vista / 7 / 8 / 10Processor:3,4 GHz or 100% compatible CPUMemory:8 GB RAMGraphics:DX9 Compatible with minumum 2 GB Video MemoryDirectX:Version 9.0cNetwork:Broadband Internet connectionStorage:25 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Reiza Studios,1645.0,"29 Feb, 2016",0.0,"English, French, Italian, German, Spanish - Spain, Dutch, Portuguese - Brazil","Racing, Simulation, Automobile Sim, Sports, Multiplayer, Realistic, Driving, Singleplayer, Early Access",game,True
0.0,1024630,0.36,"Action, Indie, Early Access",False,,,Partial Xbox Controller Support,success,2025-08-24T15:42:06.311334,J.Bowman,0.0,0.0,₪36.95,2019-08-01,"Action, Indie, Early Access",False,₪36.95,False,False,Dead,1,2020-03-01,False,False,,True,3,3,Fighters Legacy,Minimum:Requires a 64-bit processor and operating systemOS:Windows 10Processor:3.6 GHz Intel Core i5Memory:8 GB RAMGraphics:Nvidia GTX 1060DirectX:Version 11Network:Broadband Internet connectionStorage:10 GB available spaceAdditional Notes:Please make sure you meet these minimum requirements before purchasing!Recommended:Requires a 64-bit processor and operating systemOS:Windows 10Processor:3.6 GHz Intel Core i7Memory:16 GB RAMGraphics:Nvidia GTX 1070DirectX:Version 11Network:Broadband Internet connectionStorage:10 GB available space,Digital Tribe,73.0,"1 Aug, 2019",0.0,"English, Japanese, Simplified Chinese, Traditional Chinese, Spanish - Latin America","Action, Indie, Early Access, Martial Arts, Fighting, 2D Fighter",game,True
41.0,2291680,43.455,"Casual, Indie, RPG",True,,,,success,2025-08-26T03:46:41.723078,"ARTcelerator, PantyParrot",0.0,2.0,₪55.95,2025-02-01,"Casual, Indie, RPG",True,₪55.95,False,False,Dead,1,2025-07-01,False,False,,True,3,6,The Arrogant Kaiju Princess and The Detective Servant,"Minimum:OS *:Windows 7 64bit OSProcessor:Core i3Memory:2 GB RAMGraphics:HD GraphicsStorage:2 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.","Mango Party, Mango Party News",62.0,"20 Dec, 2023",18.0,"English, Traditional Chinese, Japanese, Simplified Chinese, Korean, Russian, Ukrainian","Sexual Content, Hentai, Nudity, NSFW, Mature, Anime, RPG, Story Rich, Casual, JRPG, Romance, Turn-Based Strategy, Singleplayer, Visual Novel, Indie, Character Customization, Fantasy, Turn-Based Tactics, Dating Sim, Female Protagonist",game,True
0.0,2267180,8.25,,False,,,,success,2025-08-26T02:12:16.986701,,90.0,0.0,₪88.76,2023-01-01,,False,₪110.95,False,False,Dead,1,2023-05-01,True,True,,True,3,5,The Ranch of Rivershine Demo,,,0.0,,0.0,,,game,True
0.0,277910,0.24,"Adventure, Indie, RPG, Simulation",False,,,,success,2025-08-25T05:57:33.045269,HyperKat Games,0.0,0.0,,2019-08-01,"Adventure, Indie, RPG, Simulation",False,,False,False,Dead,1,2020-09-01,False,False,,True,3,6,Mars Colony: Challenger,"Minimum:OS *:Windows XPProcessor:2.0 GHzMemory:2 GB RAMGraphics:Nvidia GeForce 8800 GTXDirectX:Version 9.0cNetwork:Broadband Internet connectionStorage:275 MB available spaceRecommended:OS *:Windows XP or Windows 7Processor:2.0 GHz or betterMemory:2 GB RAMGraphics:Nvidia GeForce 8800 GTX or betterDirectX:Version 9.0cNetwork:Broadband Internet connectionStorage:275 MB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",HyperKat Games,114.0,"4 Mar, 2014",0.0,English,"Simulation, Adventure, Indie, RPG, Space, Mars, Survival, Sci-fi",game,False
43.0,1189100,13.59,"Simulation, Strategy",False,,,,success,2025-08-25T04:17:09.581341,Maestro Cinetik,2.0,3.0,₪75.99,2025-02-01,"Simulation, Strategy",True,₪112.89,False,False,Dead,1,2025-07-01,True,True,,True,3,6,Rise Of The White Sun,Minimum:OS:Windows 10Processor:2.5 gz and 2 coresMemory:8 GB RAMStorage:3 GB available space,"Gaming at Work, Cinetique",35.0,"21 Sep, 2023",0.0,"English, Simplified Chinese, Korean","Strategy, 4X, Turn-Based Strategy, Grand Strategy, War, Political Sim, Diplomacy, Wargame, Political, Management, Politics, Economy, Strategy RPG, Historical, 2D, Story Rich, Simulation, Conspiracy, Stylized, Singleplayer",game,True
0.0,420840,0.09,"Casual, Indie",False,,,,success,2025-08-25T15:34:57.119282,Isaac Cohen,0.0,0.0,,2019-04-01,"Casual, Indie",False,,False,False,Dead,1,2019-09-01,False,False,,True,3,6,BLARP!,"Minimum:OS *:Windows 8.1Processor:Intel Core i5 4590Memory:8 GB RAMGraphics:GeForce GTX 970 or AMD Radeon R9 290Storage:30 MB available spaceVR Support:SteamVR. Standing or Room Scale*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Isaac Cohen,171.0,"4 Apr, 2016",0.0,English,"Indie, Casual, VR",game,False
54.0,312720,0.97,"Casual, Indie, Strategy",False,,,Full Xbox Controller Support,success,2025-08-25T07:44:05.544729,BlueLine Games,0.0,1.0,₪36.95,2022-03-01,"Casual, Indie, Strategy",True,₪36.95,False,False,Dead,1,2024-07-01,True,True,,True,3,6,Khet 2.0,"Minimum:OS *:Windows XP or betterProcessor:1 gHzMemory:512 MB RAMGraphics:OpenGL 2.1+ w/ GL_ARB_framebuffer_objectStorage:333 MB available spaceRecommended:OS *:Windows XP or betterProcessor:2 gHzMemory:1 GB RAMGraphics:OpenGL 3+Network:Broadband Internet connectionStorage:333 MB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",BlueLine Games,116.0,"1 Oct, 2014",0.0,"English, Russian, Spanish - Spain, Turkish, Czech, Polish, French","Asynchronous Multiplayer, Board Game, Tabletop, Indie, Strategy, Chess, Abstract, Casual, Singleplayer, Multiplayer, Turn-Based Strategy, Family Friendly, Local Multiplayer, Turn-Based, Action, Puzzle, Education, Solitaire, Turn-Based Tactics, 2.5D",game,True
139.0,1739000,3.95,"Simulation, Sports, Strategy",False,,,,success,2025-08-25T02:41:24.278074,"Out of the Park Developments, Minos Games",0.0,0.0,₪73.95,2025-02-01,"Simulation, Sports, Strategy",False,₪73.95,False,False,Dead,1,2025-07-01,False,True,,True,3,6,Franchise Hockey Manager 8,"Minimum:OS *:Windows 7, Windows 8.x, Windows 10Processor:1 GHzMemory:8 GB RAMGraphics:min. 1280x768 display (1280×768 display requires fullscreen mode)Storage:8 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Out of the Park Developments,189.0,"26 Oct, 2021",0.0,English,"Sports, Strategy, Sandbox, Turn-Based Strategy, Immersive Sim, Turn-Based Tactics, 2D, Management, Text-Based, Top-Down, Simulation, Choices Matter, Resource Management, Hockey, Local Multiplayer, Singleplayer",game,True
8.0,556260,38.695,"Adventure, Indie",False,,,Partial Xbox Controller Support,success,2025-08-26T01:04:42.877571,Oblion Studio,0.0,0.0,₪3.50,2022-12-01,"Adventure, Indie",False,₪3.50,False,False,Dead,1,2023-08-01,False,False,,True,3,6,Gil's Lucid Dreams,"Minimum:OS *:Windows 7/8/10 64bitProcessor:Intel Core i3-530, AMD Athlon II X2 270Memory:4 GB RAMGraphics:4GB Dedicated MemoryDirectX:Version 11Storage:2 GB available spaceSound Card:DirectX®-compatibleAdditional Notes:Game not tested on notebook chipsetsRecommended:OS *:Windows 7/8/10 64bitProcessor:Intel Core i3-3240, AMD FX 6300Memory:8 GB RAMGraphics:Nvidia Gtx 960/Nvidia Gtx 970/AMD R9DirectX:Version 11Storage:2 GB available spaceSound Card:DirectX®-compatibleAdditional Notes:Game not tested on notebook chipsets*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Oblion Studio,45.0,"17 Oct, 2017",18.0,English,"Adventure, Indie, Gore, Psychological, Puzzle, Horror",game,True
22.0,2834910,31.685,"Casual, Free To Play",False,,,Partial Xbox Controller Support,success,2025-08-26T14:35:10.699329,"Ubisoft San Francisco, Ubisoft Osaka, Ubisoft Bucharest, Ubisoft Pune",0.0,0.0,Free To Play,2025-02-01,"Casual, Free To Play",False,Free To Play,True,False,Dead,1,2025-07-01,False,False,,True,3,6,Rocksmith+,"Minimum:Requires a 64-bit processor and operating systemOS:Windows 10 or Windows 11 (64-bit versions)Processor:Intel Core i5-4670K, AMD equivalent, or betterMemory:8 GB RAMGraphics:Intel HD Graphics 4600, AMD integrated graphics equivalent, NVIDIA integrated graphics equivalent, or betterNetwork:Broadband Internet connectionStorage:20 GB available spaceRecommended:Requires a 64-bit processor and operating systemOS:Windows 10 or Windows 11 (64-bit versions)Processor:AMD FX 6350 / Intel Core i7-2500K, or betterMemory:8 GB RAMGraphics:AMD RX 460 (2 GB) / NVIDIA GeForce GTX 750Ti (2 GB), or betterNetwork:Broadband Internet connectionStorage:20 GB available spaceVR Support:NA",Ubisoft,44.0,"6 Jun, 2024",0.0,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Simplified Chinese, Spanish - Latin America, Traditional Chinese","Education, Software, Music, Rhythm, Colorful, Utilities, 3D, Singleplayer, Tutorial, Arcade, Exploration, Foreign, Western, Psychedelic, Wholesome, Family Friendly, Casual, LGBTQ, Emotional, Sequel",game,True
43.0,1782330,2.98,"Action, Adventure, Indie, Simulation",False,,,,success,2025-08-25T05:44:00.346210,Incuvo,0.0,0.0,₪73.95,2025-02-01,"Action, Adventure, Indie, Simulation",False,₪73.95,False,False,Dead,1,2025-07-01,False,False,83.0,True,3,6,Green Hell VR,"Minimum:OS *:Windows 7/8/10/11 64-bitProcessor:3.2 GHz Quad Core Processor (Core i5-7500 / Ryzen 5 1600)Memory:8 GB RAMGraphics:GeForce GTX 1660 SUPER or equivalent with 6 GB of video RAMDirectX:Version 11Storage:8 GB available spaceSound Card:DirectX compatibleVR Support:SteamVR or Oculus PCRecommended:OS:Windows 10/11 64-bitProcessor:3.4 GHz Quad Core Processor (Intel Core i5-11400F / Ryzen 5 3600)Memory:16 GB RAMGraphics:GeForce RTX 3060 or equivalent with 8 GB of video RAMDirectX:Version 11Storage:8 GB available spaceSound Card:DirectX compatible*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Incuvo,1044.0,"9 Jun, 2022",0.0,"English, French, Italian, German, Spanish - Spain, Traditional Chinese, Simplified Chinese, Czech, Japanese, Korean, Polish, Portuguese - Portugal","VR, Survival, Adventure, Action, Simulation, Exploration, Realistic, Action-Adventure, Immersive Sim, Hunting, Crafting, Interactive Fiction, Sandbox, Open World, Time Management, Singleplayer, Nature, Atmospheric, Resource Management, Modern",game,True
0.0,1092710,22.51,"Adventure, Indie, Strategy",False,,,,success,2025-08-24T21:09:43.685270,Dynamic Pixels,0.0,0.0,Free,2025-02-01,"Adventure, Indie, Strategy",False,Free,True,False,Dead,1,2025-07-01,False,False,,True,3,6,Hello Neighbor Alpha 1,"Minimum:OS *:Windows 8 and upProcessor:2Ghz and upMemory:4 GB RAMGraphics:Dedicated video card is requiredDirectX:Version 11Storage:2 GB available spaceSound Card:Stereo. Play with good stereo.Recommended:OS:Windows 10Processor:i7Memory:8 GB RAMGraphics:GTX 1060DirectX:Version 11Storage:2 GB available spaceSound Card:Stereo. Play with good stereo.*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",tinyBuild,69.0,"6 Jun, 2019",0.0,English,"Cartoony, Horror, Survival Horror, Investigation, Sandbox, 3D Platformer, Difficult, Stealth, First-Person, 3D, Story Rich, Detective, Puzzle, Surreal, Action, Procedural Generation, Physics, Thriller, Psychedelic, Mystery",game,True
17.0,2569210,3.63,"Indie, Simulation, Free To Play",False,,,,success,2025-08-24T23:18:06.267330,Two and a Half Studios,0.0,4.0,Free To Play,2024-03-01,"Indie, Simulation, Free To Play",True,Free To Play,True,False,Dead,1,2024-08-01,True,True,,True,3,6,A Date with Death Demo,"Minimum:Requires a 64-bit processor and operating systemOS *:Windows 7 (SP1+), Windows 10 and Windows 11Processor:x86, x64 architecture with SSE2 instruction set support.Memory:512 MB RAMGraphics:DirectX or OpenGL compatible cardStorage:2 GB available spaceRecommended:Requires a 64-bit processor and operating system*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Two and a Half Studios,313.0,"7 Dec, 2023",0.0,English,"Dating Sim, Visual Novel, LGBTQ, Romance, Otome, Character Customization, Free to Play, Multiple Endings, Choices Matter, Anime, Supernatural, Funny, Text-Based, Story Rich, Interactive Fiction, Choose Your Own Adventure, Comedy, Dark Fantasy, Immersive Sim, Life Sim",game,True
