appid,name,overall_similarity,best_community,best_community_similarity
19320,Space Ark,0.1591970174348672,8,0.554021551907512
777760,Charlie II,0.18312479041982616,8,0.5535532368656478
795020,Charlie II Demo,0.18312479041982616,8,0.5535532368656478
664800,Alter Ego Demo,0.13223589946907738,10,0.5530141629598249
1660370,Wildlife Match,0.17668034391352183,3,0.551795987647499
910830,Rebel Galaxy Outlaw,0.3177246242447041,9,0.5515167920528655
1173240,Profitania,0.15445812169129963,12,0.5513908024884757
787040,Perfect Heist,0.19087279531401294,3,0.5503574076371113
330950,Pure Chess - Steampunk Game Pack,0.17668034391352183,12,0.5503326014302746
1640630,Heading Out,0.3022721219048355,3,0.5500305453904183
1342890,Who Needs a Hero?,0.20671396324276609,10,0.549009109152473
552380,[R.U.M.A],0.17668034391352183,8,0.5490061760586971
711600,Dragon Orb,0.18458446117990432,3,0.548499005905736
1008610,The Trials of Olympus 2: Wrath of the Gods,0.17668034391352183,3,0.5482686507868288
556870,Charlie's Adventure,0.17062101109411834,1,0.5471005326464408
729000,Wytchwood,0.2611537530688475,10,0.5469837353375822
492180,Haimrik,0.2171383952512112,11,0.5468521399481694
673540,Mogo Invasion,0.1433470105801885,12,0.546628897726571
678520,Gal*Gun VR,0.16428898676573936,6,0.5465477384757218
491100,"Human, we have a problem",0.19087279531401294,8,0.5428886674553225
1130620,Aka Manto | 赤マント,0.19590145628686711,3,0.5423575355031112
1004270,My Island,0.1555214059911376,10,0.5421526043681272
268130,Heat Signature,0.2499981313910743,3,0.5420102047616772
277910,Mars Colony: Challenger,0.1433470105801885,10,0.5419030518487138
275390,Guacamelee! Super Turbo Championship Edition,0.2933257775012282,8,0.541133614547688
2804680,Only Way is Down,0.20102594645485936,8,0.5403047125814726
2559360,Symmodance,0.2128640408516119,3,0.5396510401683291
726830,Vacation Simulator,0.3177246242447041,7,0.5394458064722734
2304180,Gyno Tales - Season 1,0.17696937789718772,10,0.5385262778815483
211400,Deadlight,0.31348315909577656,5,0.5378317406720554
413710,Blood and Gold: Caribbean!,0.20791720082771595,11,0.5378075912995854
1178150,MazM: Jekyll and Hyde,0.21400974848551124,9,0.5375799954291157
801600,夜雪冰娇,0.17668034391352183,11,0.5373775264118918
628960,Journey to Alien Worlds,0.18764849537730985,8,0.5372888009404574
1191580,Nexomon,0.16090256819760396,10,0.5367037493819171
867590,Sakura and Crit: The Mock Game,0.17668034391352183,8,0.5363077633602843
578830,Cavern of Time,0.1619582942935406,10,0.5347075624422732
841190,"Honey, I Joined a Cult",0.3124092060706211,12,0.5344819709183056
545410,A Trip to Yugoslavia: Director's Cut,0.13914508957025892,1,0.5338172380287837
2278630,Livestream 2: Escape from Togaezuka Happy Place,0.20888027997823702,13,0.5327766686572463
416310,Goblin Defenders: Steel‘n’ Wood,0.19420908647079457,2,0.5327400415777491
419480,Starpoint Gemini Warlords,0.28354116734642437,9,0.5326836952389558
1092000,Naked Story,0.19420908647079457,10,0.5326621849875695
2942050,Ports Of Call Deluxe 3D 2024,0.17668034391352183,12,0.5326192358908222
1229420,Company of Crime,0.2188114760135031,11,0.5322386004335758
261940,The Mysterious Cities of Gold - Secret Paths,0.18067641515217794,8,0.5320772276880584
578890,Selatria: Advent of the Dakk'rian Empire,0.18764849537730985,10,0.5318102842679445
413760,Go To Bed: Survive The Night,0.1591970174348672,8,0.5317993296852899
449610,Monster Boy And The Cursed Kingdom,0.27247123472302986,0,0.5314485634730622
512460,Nature And Life - Drunk On Nectar,0.16949059293433097,8,0.5299899362155375
696160,Necromancer Accountant,0.15445812169129963,12,0.5281103792080525
2316580,Tales of Kenzera™: ZAU,0.313923353365379,3,0.5280912101744817
575780,Inner silence,0.18039574342815362,1,0.5275639976777857
679770,Dr. Cares - Pet Rescue 911,0.1866580577560148,8,0.5272410739993232
2295610,Abathor,0.30324718518195043,5,0.5270982450008921
448670,Pinball HD Collection,0.15445812169129963,8,0.5267839538364748
549760,Evolution VR,0.15445812169129963,3,0.5260464285646066
516610,Guardian war VR,0.1433470105801885,8,0.525990303042824
1557480,Project MIKHAIL,0.17668034391352183,9,0.524930452526861
680430,Lemuria: Lost in Space - VR Edition Demo,0.18771378385195148,11,0.5240100702995732
758220,Osmorrow,0.16236223895768212,11,0.5239727094493984
1008710,Wet Girl,0.19337454097165777,10,0.5233778759347582
426790,Grow Up,0.298619020774566,1,0.5231628803637793
1213230,Rain on Your Parade,0.1651548269062786,8,0.5213041344477528
255070,Abyss Odyssey,0.2467237777080621,1,0.5210664359165401
580560,Hero Barrier,0.163325839053812,8,0.5210041381892915
2689230,FURRY BACKROOMS,0.17907812206813042,8,0.5204831103267485
496980,Cosmic Cavern 3671宇宙最大の地底最大の作戦,0.1684103184047773,1,0.5204704239198006
728830,San Matias - Mafia City,0.17668034391352183,8,0.5204347474872685
654000,A Quick Death,0.17668034391352183,8,0.5204347474872685
951640,Gangsta Sniper,0.17668034391352183,8,0.5204347474872685
767870,Dark Noid,0.17668034391352183,8,0.5204347474872685
484920,Full Game Upgrade,0.13223589946907738,3,0.5196972222154003
708760,Social Club VR : Casino Nights,0.21872284085709515,12,0.5192169211032265
207320,Ys: The Oath in Felghana,0.32658888345040527,9,0.5179272529820987
701750,Life on Mars Remake Demo,0.20888027997823702,11,0.5174431881608443
2262770,Garten of Banban 2,0.17668034391352183,4,0.5174207661374267
1886400,Golden Rails: Road To Klondike,0.21802361488225896,2,0.5157337682295002
1046300,Pirates Outlaws,0.21754986196782922,3,0.5152078146185911
362110,Guns'N'Zombies: N'Aliens,0.15445812169129963,11,0.5151553041896696
765770,Forest Legends: The Call of Love Collector's Edition,0.17668034391352183,8,0.5140855411380622
1093280,Ancient Stories: Gods of Egypt,0.17668034391352183,8,0.5140855411380622
572430,Party Hard 2 ,0.29353670597208664,9,0.5129867718486063
3233950,Star Fire Demo,0.17668034391352183,11,0.5122567534650319
2776020,Survive the Fall Demo,0.17668034391352183,11,0.5122567534650319
1914730,Mikoverse Playtest,0.1433470105801885,5,0.51189391156749
884080,Munchies,0.21400974848551124,8,0.5098550054658362
368990,Despair,0.1433470105801885,8,0.5093236363761574
534480,Tropical Girls VR,0.17668034391352183,8,0.5093236363761574
872580,The Neon Boy,0.20888027997823702,8,0.5085461886377712
422250,ShipLord,0.14479894614187303,8,0.5082987380155279
22230,Rock of Ages,0.29545628834118814,1,0.5082678677109372
11050,Dracula: Origin,0.24042138157063725,1,0.5080672283253806
332200,Axiom Verge,0.2612860506783057,8,0.5079853811038223
1737070,风起长安：驭骨人,0.19590145628686711,10,0.5079141760076893
839630,Survisland,0.17668034391352183,8,0.5072072342597552
714160,Walking Heavy Demo,0.2116213817965379,11,0.5070140255310434
1588910,Peppy's Adventure,0.1651548269062786,3,0.5063842029517314
425960,Tabletop Simulator - Mistfall,0.13223589946907738,12,0.5058881569858302
761910,Worbital,0.29870485406343067,3,0.505877209171237
2512200,Universe in Cum 2 💦 🌎,0.19929431882142118,4,0.5056212257102555
2119650,Convenience Stories,0.1856037981456638,12,0.5054682228743347
2757720,Sonny Legacy Collection,0.19091161107612462,11,0.5053621722611054
270110,Block Story,0.21872284085709515,11,0.5053100590054521
3077790,Banagine,0.17907812206813042,13,0.5051339685875593
1516490,CompactO - Idle Game,0.1975993840783818,12,0.5049081772682148
1155790,Dreamland Solitaire: Dragon's Fury,0.21802361488225896,2,0.5046226571183892
709470,Mirrors,0.1671769373520935,3,0.504443722730707
878970,The Block Box,0.18171855850970142,3,0.5039831093759787
1044770,Goddess of Math 数学女神,0.13223589946907738,3,0.5038242063423843
1179210,Kill It With Fire,0.27956419421443734,12,0.5032340172048533
1872680,The Knight Witch,0.29242300756982287,8,0.5028162970750907
355020,Bomb The Monsters!,0.18764849537730985,2,0.5024350930699024
708710,Defend Your Castle,0.17668034391352183,3,0.5024132715981163
1212830,Seek Girl Ⅳ,0.190497072038064,1,0.5021868136993017
1060810,The Sphere of Abyss,0.21678717396804542,11,0.502103150334912
3300850,No Such Place Playtest,0.1433470105801885,11,0.5019277909621565
258180,Deus Ex: The Fall,0.2167884341754855,11,0.5017533813122719
605180,Theory of Fear,0.17668034391352183,8,0.5013871284396495
416060,Westboro,0.19337454097165777,11,0.5012840534819044
525210,Nock: Hidden Arrow,0.17668034391352183,11,0.5003404893748548
1286880,Ship Graveyard Simulator,0.19961579629053322,0,0.5002381690307426
1061880,Conan Chop Chop,0.3124301367523495,6,0.5002101027634808
1269640,Beacon Pines,0.22732630988717242,0,0.5000930829146157
586380,VITATIO 2,0.175575242946607,8,0.499277310678923
2934190,Aooni,0.21505038127930703,11,0.4991301611865083
1337890,Choice of Life: Middle Ages,0.15254590034656412,10,0.499112636672268
428430,Endorlight,0.18160831162630917,8,0.49864619869969173
1356480,Sokpop S08: helionaut,0.17707209659919895,8,0.4985505348938417
640120,Youropa,0.27459648144039034,8,0.49852523454916925
1075370,Skywalk,0.19253035076820052,8,0.49846599635195654
1283190,Neighbours back From Hell,0.26798031046950543,1,0.4984554118808577
578470,Break Time!,0.16865057309179074,8,0.498444223010878
964440,Hell is Others,0.2787014525282627,8,0.4983243147018128
1097130,Circuit Superstars,0.2726121489043615,0,0.49830336264852093
1058980,Dinosaur Bone Digging,0.17668034391352183,8,0.4982125252650463
218640,Lucius,0.19399851827300407,11,0.4979545435262997
1155340,Rescue Team: Evil Genius,0.1770498507306266,3,0.49762530182023046
1149590,Dreamland Solitaire,0.21802361488225896,12,0.4970024144010871
1933980,Pool Slide Story,0.1856037981456638,12,0.49675362592444366
1018800,DEEEER Simulator: Your Average Everyday Deer Game,0.19376905151903207,8,0.4962082642127807
945590,Cliché - Critical Change,0.17668034391352183,8,0.49609612314864426
2476490,Isekai Rondo,0.2087422720370018,9,0.49577565632280096
1239020,TOGETHER BnB,0.17668034391352183,10,0.49534220528786715
301420,Third Eye Crime,0.16764396551092367,8,0.4948673256060888
2739980,Horny Suika: Wet Watermelon,0.2128640408516119,12,0.49459066330012563
1171320,Frog Detective 3: Corruption at Cowboy County,0.20684614913591298,0,0.4942525165612094
107200,Space Pirates and Zombies,0.29432721144421103,11,0.4941027752149499
1140890,Morbid: The Seven Acolytes,0.21400974848551124,11,0.49404710905818566
352680,HIS - [P-38J] Lightning R.Bong Pack,0.1433470105801885,3,0.4937712962894743
398670,Shadow Heroes: Vengeance In Flames,0.1433470105801885,3,0.4937712962894743
1335240,放置勇者：远征/idle Heroes: Odyssey,0.1806612498092963,10,0.4937240494333116
2441170,MagicShop2,0.21029043014256313,11,0.49349745166394615
516430,Ruin of the Reckless,0.20275140865620842,11,0.49339415224067557
705100,Marshmallow Melee,0.17668034391352183,11,0.4929330819674473
1984020,Everhood 2,0.23977080465657064,8,0.4928868586568489
748830,Yanone: Letter Splatter,0.18924339058631742,8,0.4928666392500959
694160,Guardians of Life VR,0.1860938303753482,8,0.4928218195119212
3132250,Heian City Story,0.20528927664532118,12,0.4927261754361801
455980,Judgment: Apocalypse Survival Simulation,0.28303193310370584,12,0.49253972676941044
1247640,Dwarf Shop,0.21802361488225896,10,0.4925250614763036
1917850,Haunted House Renovator,0.2082061102815587,0,0.491616440177263
1490060,Disillusion,0.20426993967956167,11,0.49132823039683526
612380,Cryptocracy,0.15445812169129963,12,0.49107334217101534
22180,Penumbra: Overture,0.22700590832781425,1,0.49059093118446856
1160020,AshenForest,0.19961579629053322,11,0.49001813705185165
402970,Fringes of the Empire,0.18924339058631742,8,0.48889838528184193
356650,Death's Gambit: Afterlife,0.2684486396420671,8,0.48876943521653354
228400,ACE COMBAT™ ASSAULT HORIZON Enhanced Edition,0.27197993429142525,5,0.4885688904484902
977210,尘沙的选择 THE CHOICE OF SAND,0.17784820270366652,11,0.48834105475692074
674500,Total Tank Simulator,0.19813587402347327,12,0.4877245507154705
1582650,Caravan Sandwitch,0.31492641379827035,1,0.48755254650733465
1277950,Heart's Medicine - Season One,0.18204771745733947,8,0.48750013669798076
280740,Aperture Tag: The Paint Gun Testing Initiative,0.17198686424857237,8,0.48737640340604793
908310,The Call,0.17030812854597832,8,0.4873548852408454
311860,Data Hacker: Initiation,0.19002983513371738,10,0.48724783833710583
353740,HIS - Rare Flight Pack,0.1433470105801885,12,0.4871050882027614
578840,Behind You Demo,0.1433470105801885,8,0.4871014141539351
717640,Reigns: Her Majesty,0.20704161063287788,8,0.48710016351221214
493770,Awakened,0.15445812169129963,10,0.48634749629315815
1996210,Sakura Hime 3,0.18663697259916334,10,0.4858907404163772
2484130,Fruitbus,0.2087591311945552,8,0.48580533502561873
1232570,Paper Beast,0.19961579629053322,8,0.48564410788919526
2844500,My Protogen Engineer,0.18326586708049675,8,0.4854404588132571
568830,Witch of Ice Kingdom II,0.20235689810883412,11,0.48533060121630894
1702180,Goat's Tale,0.17386030673212238,8,0.4853060021636943
2191490,Pocket Academy 3,0.18632744531514442,12,0.4852618075670125
806530,Unending Dusk,0.2035995571639081,11,0.48514743946542266
1120320,Builder Simulator,0.18924339058631742,8,0.48505546867592
1532690,BLACKTAIL,0.28476051978836053,9,0.4850460106402457
1759350,Space Trash Scavenger,0.2184420841953848,8,0.4847060738100298
2650630,Last Hope,0.21802361488225896,8,0.48468945842290406
702670,Donut County,0.2574289568442638,1,0.4841688563899714
2856370,Into the Emberlands,0.20578589759160326,3,0.48410196561145646
2101540,The Parasites Demo,0.17668034391352183,8,0.4840711111236322
3479710,Level Devil Demo,0.17668034391352183,8,0.4840711111236322
690260,Tower Miners,0.21872284085709515,3,0.48399014483067004
257750,Bloody Trapland,0.2082061102815587,13,0.48394554368270626
1366510,炼器师,0.21400974848551124,13,0.4835539024758518
893450,Life After The Living,0.17668034391352183,8,0.48339771045023144
559100,Phantom Doctrine,0.3092195003059428,9,0.48336022960542907
763090,Aqua Fish,0.1480859063237561,3,0.4830456714731898
1053710,The Red Lantern,0.21597844693046986,10,0.48297899067199934
1299690,Gori: Cuddly Carnage,0.2728199285228031,5,0.48294546448833375
1907720,Autonauts vs Piratebots,0.2174705939692625,12,0.4828449053026017
200650,Lightfish Demo,0.20426993967956167,8,0.4827382319360759
398250,Moonstrider,0.16764396551092367,8,0.4826980134367768
2191480,Jumbo Airport Story,0.16664196681548707,12,0.4824093130948358
1031910,The Path To Die,0.17668034391352183,8,0.48233950939203035
685990,Forgotten Land,0.17469273627417242,1,0.48220625214417967
898890,Endling - Extinction is Forever,0.3159928835429814,13,0.4821763412574686
1074340,Viking Sisters,0.15445812169129963,2,0.4821148438468764
370060,Coffee Shop Tycoon,0.17198686424857237,12,0.4821052759930597
368390,The Darkside Detective,0.2669889297155078,5,0.4819826732259755
1418020,Tavern of Gods,0.19253035076820052,8,0.48171728750960097
2441120,Viking Heroes 4,0.19679018830440415,1,0.48168506452669413
35000,Mini Ninjas,0.28736945964861704,6,0.48152800939860846
1160790,The Legend of Dark Witch Renovation,0.18158542329535052,1,0.4814405274220792
433300,Marvel: Ultimate Alliance,0.15591005725298412,11,0.48132640991835907
733950,Just One Line Demo,0.17302614952481807,10,0.48132086689955844
1650860,Chambers of Devious Design,0.21678717396804542,12,0.4810839190319368
3455450,Useless Princess and the Village Renovation,0.19087279531401294,10,0.4809742761634073
251850,Master Reboot,0.15950984156555345,11,0.4805735089983207
2715650,Humans are not that against Lizardwomen,0.15725540658515483,10,0.4805080126447497
331480,Pinstripe,0.2352437499810249,1,0.48050617932295664
398850,Epistory - Typing Chronicles,0.2511892740737416,4,0.48044235870760427
449710,REDCON,0.18312479041982616,12,0.4804324844969483
415740,OmniBus,0.17434113097546927,8,0.4804231799742743
286000,Tooth and Tail,0.23906382845608348,1,0.48020378693176385
240970,Half Minute Hero: The Second Coming,0.2951674014964482,11,0.4800316025505709
794540,Neo Cab,0.2808462692036766,10,0.47954227712236047
329000,Data Hacker: Corruption,0.16526859866208674,10,0.47947596341031035
1141550,CUCKOLD SIMULATOR: Life as a Beta Male Cuck,0.1595773381678007,8,0.4780556314219994
2981530,索罗灵魂之戒—神界篇,0.1975993840783818,10,0.4778027689338714
204860,Men of War: Condemned Heroes,0.19960485498096395,11,0.47740075424862277
1457630,幻想三国志2,0.17668034391352183,3,0.4769621794803575
1049280,Pilgrims,0.2516225769108066,5,0.47694369637383466
1286330,WhiteLily 2：梦醒少女,0.20275140865620842,10,0.4767174505914861
300620,Flyhunter Origins,0.17367923406464492,8,0.47628655497610645
467220,Dyna Bomb,0.14519363800359583,8,0.4761922787316378
776030,Choice of the Vampire: The Fall of Memphis Demo,0.15982549523511727,10,0.47616975474477896
557400,Midas Gold Plus,0.1671769373520935,10,0.4761199167223717
552000,Blowhards,0.14838522517636815,8,0.4760860197545875
390470,Divine Slice of Life - Soundtrack,0.13223589946907738,8,0.475990303042824
1406850,The Legend of Tianding,0.24907539863298378,9,0.4758345727412337
366320,Seasons after Fall,0.31968500968517505,13,0.4758254932401248
4100,Poker Superstars II,0.17668034391352183,12,0.47520032629799946
3273240,DYNASTY WARRIORS: ORIGINS Demo,0.21124127750531987,9,0.47473267689339776
1158420,SimCasino,0.19002983513371738,12,0.4746167734909972
514830,Stifled,0.19282815905708484,8,0.4744231850004429
1621760,Decision: Red Daze,0.2035995571639081,11,0.47440306197686216
2738380,Internet Cafe & Supermarket Simulator 2024,0.2053161083279755,10,0.47439605628074294
1354990,Dungeons of Voidria,0.20235689810883412,11,0.47421949010519787
2868430,XiuzhenWorld / 修真世界,0.17668034391352183,8,0.47413845119097225
2725200,Prisoners,0.1963288057605513,1,0.47408930780696207
2575060,Lively Chair Simulator,0.16702116836409522,12,0.47407422837785446
1849000,SEX with HITLER,0.21678717396804542,8,0.4738502353599232
1510070,Cliff & Field Tower Defense,0.19375622470824766,3,0.4737500635154075
919370,Overdungeon,0.1648092609243154,3,0.47373541337987585
2488340,Dream Town Island,0.1856037981456638,12,0.47372219112830305
3694360,How 2 Escape: Lost Submarine Demo + Companion App,0.21678717396804542,8,0.4736760878492463
3323590,Draft Day Sports: Pro Football 2025,0.17668034391352183,12,0.47361302471069794
3154850,Draft Day Sports: College Football 2025,0.17668034391352183,12,0.47361302471069794
1519090,Welcome to ParadiZe,0.28181983029857915,9,0.4735272870203758
13530,Prince of Persia: The Two Thrones,0.20333012693932961,0,0.4734525155365409
587100,Ys SEVEN,0.2841824425972062,9,0.473446397162502
612510,The Far Frontier,0.17707209659919895,12,0.47316578352597477
1423370,NOeSIS02-羽化,0.15445812169129963,10,0.4731199830656449
200190,Sideway,0.2852218764090172,1,0.47308738193759775
525680,Deisim,0.2059086354851852,12,0.4730637134927815
1831320,Rescue Team: Power Eaters,0.20463944649666643,3,0.4729549243757272
2776940,Echoes of Yi : Samsara,0.21678717396804542,11,0.47273578589827453
1755940,PlateUp! Demo,0.21610587518157723,3,0.4726744193726982
277890,Shantae: Risky's Revenge - Director's Cut,0.2150503817039261,11,0.472513417530782
254480,Obscure 2,0.21061544561802462,11,0.47213706563874047
1457620,幻想三国志,0.17668034391352183,3,0.47207817459635265
2690700,Golden Rails: Harvest of Riddles,0.1745330823497905,3,0.472050943874648
1898290,LEGO® Bricktales,0.2659760815530268,13,0.47193344419770195
745010,Mechanic Miner,0.2035995571639081,11,0.47191992623790946
1173200,Metal Unit,0.2035995571639081,11,0.47191992623790946
1608450,Hellslave,0.2035995571639081,11,0.47191992623790946
357780,Defend Your Life,0.18517813548895484,12,0.47190932775338407
315940,Top Hat,0.16648845226304507,8,0.47156418704314146
215530,The Incredible Adventures of Van Helsing,0.25347258791489063,11,0.4714902509594229
1303580,Mars Horizon Demo,0.23549836116330267,12,0.4711465013003185
2130000,Tailbound,0.19337454097165777,11,0.4709810231788741
1804010,Labyrinth Of The Demon King,0.21597844693046986,11,0.47087598594908286
207530,Noitu Love 2 Devolution,0.251982506532491,8,0.47073624452821705
3612390,New Yankee: The Way of the Knight,0.19094097613167954,1,0.4706609858217848
894730,The Chronicles of Noah's Ark,0.17668034391352183,8,0.4704347474872685
1290280,Vampire: The Masquerade — Night Road Demo,0.16470919729748507,10,0.470226972449795
1730140,Light,0.20888027997823702,11,0.47010019299176226
598700,The Vagrant,0.20710847379014038,11,0.4698851056348413
741670,Easy Red,0.15145701184242272,12,0.4695612194482779
2427100,Cafe Master Story,0.16849132762709165,12,0.4691817998673226
515230,Cleo's Lost Idols,0.1514353046668002,12,0.4691560840508215
1341200,DYNASTY WARRIORS 9 Empires,0.17464408533326403,9,0.4688577599150801
697960,Cute Monsters Battle Arena,0.15445812169129963,12,0.4688511199487932
233270,Far Cry® 3 Blood Dragon,0.2703148898621227,0,0.4687802781138556
2351120,Ebenezer and The Invisible World,0.1866330068334579,1,0.4686229208086819
17140,Hinterland,0.18979222846659483,11,0.4684915590074527
1199570,Rogue Heroes: Ruins of Tasos Demo,0.19844599065788382,11,0.46844184506121866
787810,Rogue Heroes: Ruins of Tasos,0.19844599065788382,11,0.46844184506121866
2296430,Paleo Pines Demo,0.15662914669330108,10,0.4680680696225438
681240,Dujanah,0.15839771640327205,11,0.4678129969472303
328730,Letter Quest: Grimm's Journey,0.28479722501117744,6,0.4674384004537856
1437850,三国群英传4,0.17668034391352183,9,0.4673787449751534
234270,Ken Follett's The Pillars of the Earth,0.23521603192126495,1,0.46584451234202123
272990,GAUGE,0.17828804846320456,8,0.465373953828193
1163460,Daenerys doesn’t want Hentai,0.18924339058631742,8,0.4650888614723181
520230,TwinForce,0.17784820270366652,8,0.46490349930102853
676570,Crazy Bowling,0.17668034391352183,8,0.46487919193171295
773870,Vector's Adventures,0.17668034391352183,8,0.46487919193171295
1354230,Love Tavern,0.19337454097165777,8,0.464130196879244
3069040,Little Life: Idyllic Town Tales,0.15445812169129963,10,0.464125274070936
3389630,我的时光：大学日记 Demo,0.15445812169129963,10,0.464125274070936
264840,Realms of Arkania: Blade of Destiny - For the Gods DLC,0.13223589946907738,10,0.46412527407093596
1445440,Blacksmith of the Sand Kingdom,0.21029043014256313,9,0.4640104736673178
296830,Lucius II,0.14760273759636003,8,0.4640082196133559
835650,Rising Lords,0.25938698484474026,12,0.4636395512425866
1065100,Golden Treasure: The Great Green,0.17880372423263716,10,0.46358691296719556
2378710,How 2 Escape - Companion App,0.21505038127930703,8,0.46357662415388207
2348680,The Lust City,0.172342729523601,10,0.4633246385320285
773490,RiddleBridge,0.17668034391352183,12,0.4632955643932376
1331090,进击的哥布林,0.17668034391352183,12,0.4632955643932376
304610,Monochroma Demo,0.1301778228253327,11,0.4630678119719091
1097420,No-brainer Heroes,0.13255826947543572,10,0.4630516374749621
234670,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst,0.2712036189058363,8,0.46276832877872087
422910,Creeper World Anniversary Edition,0.19456495174582322,12,0.4619825776108334
1120210,Make War,0.16865057309179074,12,0.46190141634449633
359420,The Journeyman Project 1: Pegasus Prime,0.21802361488225896,8,0.46179383552728115
1108830,Synergia Demo,0.13644778204947514,10,0.46175020215889423
1952170,Cafeteria Nipponica,0.1856037981456638,12,0.461697179103291
1098940,Home Sweet Home EP2,0.17668034391352183,6,0.4616216313768453
1136440,HENTAI ARENA HOLY PUSSY,0.18764849537730985,8,0.4613628750145314
1189440,VenusBlood FRONTIER International,0.16741586022581806,9,0.4613194108890168
2855500,Jonesville,0.21597844693046986,12,0.46124942882422715
1428470,Stowaway,0.15445812169129963,3,0.461243115935207
1268870,Deskmate Girl,0.21678717396804542,8,0.4611900231892686
849100,Alaskan Road Truckers,0.19793819752983777,8,0.46099845526693517
2000330,Alaskan Road Truckers Demo,0.19793819752983777,8,0.46099845526693517
245470,Democracy 3,0.24202466794586291,12,0.4609085181785639
435010,Krinkle Krusher,0.19420908647079457,3,0.46085042856434777
864700,Dinosaur Fossil Hunter,0.15692772758299206,8,0.4607330112106469
1161830,Age of Reforging:The Freelands,0.21678717396804542,11,0.4605687588005205
13500,Prince of Persia: Warrior Within,0.22034627617282318,0,0.4605013635916638
1851610,River Tails: Stronger Together,0.208600620828933,8,0.4601991098748414
241600,Rogue Legacy,0.19967593255062585,11,0.4600630799006842
997270,傲皇忆剑诀,0.1860938303753482,12,0.4600559061945758
844330,The Goatman,0.17668034391352183,9,0.45970678730319575
2216130,沉默的蟋蟀,0.16097756655202494,10,0.4592618313145469
1244630,House Builder,0.1573211011269405,8,0.45860807755195065
1440170,House Builder Demo,0.1573211011269405,8,0.45860807755195065
1414000,Obscurite Magie: The City of Sin,0.19087279531401294,10,0.45860775379688484
1802880,The Devil Within: Satgat,0.20235689810883412,11,0.4584768874030095
310080,Hatoful Boyfriend,0.26456304612822445,12,0.4582422699677667
260570,Gray Matter,0.29301250192379924,6,0.45814166364277426
2333720,Draft Day Sports: College Basketball 2023,0.17668034391352183,12,0.45774000883768207
1002000,Spitlings,0.303346317019166,1,0.45717733993017334
880580,YORG.io,0.15551435855266393,12,0.45693688482193784
264560,Quest for Infamy,0.18497145057456893,11,0.4568497185129756
225270,Brütal Legend Soundtrack,0.17668034391352183,2,0.456718018450051
907090,Cursed Armor,0.17668034391352183,10,0.4567178666635286
2583430,Alice in the Nightmare Land,0.1775564752136568,10,0.4565732792968622
1924780,Arzette: The Jewel of Faramore,0.20001030683790752,11,0.4564803197013945
2102490,Basketball Club Story,0.1856037981456638,12,0.4563941488002606
2654470,BUNNY GARDEN,0.2116213817965379,13,0.45630627092900666
682550,ワールド・ネバーランド２～プルト共和国物語～,0.17668034391352183,10,0.45604446599012793
1634080,Nocturnal,0.24811494955865573,8,0.4548756210723138
