node_id,community_id,community_size
546230,22,163
2889770,22,163
618620,22,163
3550820,22,163
1383020,22,163
2532550,22,163
610360,22,163
645090,22,163
2515240,22,163
380580,22,163
497090,22,163
3394080,22,163
1837220,22,163
1034250,22,163
799070,22,163
1765540,22,163
296280,22,163
1043380,22,163
2237980,22,163
688740,22,163
320690,23,160
1017560,23,160
352130,23,160
939410,23,160
530890,23,160
1325890,23,160
2657900,23,160
2585800,23,160
3296430,23,160
1700140,23,160
461710,23,160
210550,23,160
949730,23,160
2518630,23,160
1795110,23,160
2475980,23,160
846030,23,160
71000,23,160
2413620,23,160
289600,23,160
1818280,23,160
25510,23,160
448400,23,160
2055810,23,160
390940,23,160
718030,23,160
