appid,best_community_idx,best_community_id,similarity
551630,21,21,0.5752421617507935
828070,36,36,0.5751373171806335
233270,1,1,0.5750389099121094
382140,23,23,0.5748987197875977
613420,2,2,0.5747368931770325
1366150,7,7,0.5735796689987183
397160,11,11,0.5734342932701111
485390,36,36,0.5733373165130615
555970,2,2,0.5728765726089478
1621070,2,2,0.5728582739830017
1428470,7,7,0.5727750658988953
3454530,2,2,0.5724026560783386
964440,2,2,0.5723415017127991
260570,7,7,0.5721762180328369
437100,2,2,0.5721049904823303
616040,2,2,0.5719977021217346
1565660,2,2,0.5719131231307983
354380,2,2,0.5718749165534973
257750,2,2,0.5718396306037903
552270,2,2,0.5716260671615601
215020,1,1,0.5716256499290466
1166290,11,11,0.5715454816818237
908790,2,2,0.5712965130805969
285480,23,23,0.5712780356407166
724580,11,11,0.5712260007858276
2720270,11,11,0.5711600184440613
3108790,11,11,0.5710924863815308
741430,2,2,0.5709137916564941
1547860,2,2,0.5708550810813904
684430,2,2,0.5708059072494507
924750,2,2,0.5706615447998047
878670,23,23,0.5700424313545227
2772990,2,2,0.5696362853050232
3468150,2,2,0.5694935321807861
2093010,2,2,0.5694210529327393
1411030,2,2,0.569402813911438
1218360,36,36,0.569080114364624
1278150,2,2,0.5688941478729248
2248430,36,36,0.5686725974082947
2512930,2,2,0.5686100125312805
654850,2,2,0.5685335397720337
400510,2,2,0.5681781768798828
3158480,2,2,0.5678786039352417
3214000,36,36,0.5677395462989807
1372320,2,2,0.567459225654602
1700270,2,2,0.5670084357261658
554000,27,27,0.5670053958892822
410120,7,7,0.5669910311698914
300970,2,2,0.5667939782142639
317590,21,21,0.5662607550621033
1711400,2,2,0.5658173561096191
3501610,21,21,0.5657259821891785
669440,2,2,0.5656768679618835
301670,2,2,0.565604567527771
506500,2,2,0.5654625296592712
325090,27,27,0.5653175711631775
340460,7,7,0.5650898814201355
2228280,21,21,0.5649687647819519
1647190,11,11,0.5643981695175171
2804680,2,2,0.5643506050109863
1072390,2,2,0.5642970204353333
2019920,2,2,0.5642892718315125
1234520,2,2,0.5641618967056274
2304180,23,23,0.5637115240097046
272860,2,2,0.563693642616272
922320,2,2,0.5636637806892395
592330,2,2,0.56339430809021
1098080,2,2,0.5631753206253052
228400,2,2,0.5627893209457397
404690,2,2,0.5624495148658752
3053820,36,36,0.5623697638511658
2554700,11,11,0.5619527101516724
1669490,2,2,0.5618046522140503
2141520,27,27,0.5617121458053589
583760,23,23,0.5612809658050537
298480,21,21,0.5610392093658447
2710900,2,2,0.5606973171234131
1053710,36,36,0.5596623420715332
3323590,21,21,0.5595391988754272
3154850,21,21,0.5595391988754272
2522270,11,11,0.5594755411148071
2747040,27,27,0.5592824816703796
289340,21,21,0.559282124042511
1797930,2,2,0.5585344433784485
2715650,36,36,0.5583474636077881
2504380,23,23,0.5582706928253174
1497360,23,23,0.5581082105636597
1507120,2,2,0.5574740171432495
668630,2,2,0.5573572516441345
1077320,2,2,0.5571884512901306
1065970,27,27,0.5567358136177063
765230,2,2,0.5565090775489807
1872680,2,2,0.556325376033783
17440,32,32,0.5562126636505127
2192900,2,2,0.5561204552650452
1801860,2,2,0.5557950139045715
65700,21,21,0.5551549196243286
577670,2,2,0.5549535155296326
2429310,27,27,0.5546154975891113
729000,36,36,0.5545755624771118
1948450,23,23,0.5542203187942505
1419870,23,23,0.5539588928222656
2093920,27,27,0.553631067276001
3043310,2,2,0.5535366535186768
2081400,31,31,0.5534690618515015
589100,2,2,0.5528035163879395
1078760,23,23,0.5527892112731934
2708450,2,2,0.5527802109718323
1959480,27,27,0.5527119040489197
2367610,2,2,0.5524135231971741
46500,2,2,0.5522640347480774
2196980,36,36,0.5520703792572021
844750,2,2,0.5520438551902771
3718700,36,36,0.551900327205658
2636420,2,2,0.5517251491546631
518920,2,2,0.5515491962432861
452060,2,2,0.5514551997184753
726360,23,23,0.5513520836830139
32640,2,2,0.5507127046585083
