type,genres,categories,windows,mac,linux,pc_min_requirements,controller_support,required_age,has_dlc,dlc_count,achievements_total,is_free,initial_price,final_price,discount_percent,metacritic_score,coming_soon,label_dead_binary,years_since_release,platform_count,is_multi_platform,language_count,genre_count,category_count,tag_count,price_change,price_change_percent,age_rating,release_era,tags_Unknown,"tags_Adventure, Casual, Hidden Object","tags_Action, Indie","tags_Action, Indie, Casual",tags_Utilities,"tags_Indie, Casual",tags_Simulation,tags_Strategy,tags_Indie,"tags_Action, Adventure, Indie",developers_Unknown,"developers_KOEI TECMO GAMES CO., LTD.",developers_Square Enix,"developers_CAPCOM Co., Ltd.","developers_Kairosoft Co.,Ltd",developers_Milestone S.r.l.,developers_Choice of Games,developers_Valve,developers_HeR Interactive,developers_Humongous Entertainment,publishers_Unknown,publishers_Square Enix,publishers_Ubisoft,publishers_SEGA,publishers_THQ Nordic,publishers_Electronic Arts,publishers_Devolver Digital,"publishers_KOEI TECMO GAMES CO., LTD.",publishers_Slitherine Ltd.,publishers_Nacon,supported_languages_English,supported_languages_Unknown,"supported_languages_English, Japanese","supported_languages_English, Simplified Chinese",supported_languages_Simplified Chinese,"supported_languages_English, Russian","supported_languages_English, French, Italian, German, Spanish - Spain","supported_languages_English, Japanese, Simplified Chinese, Traditional Chinese","supported_languages_English, Japanese, Simplified Chinese","supported_languages_English, Simplified Chinese, Traditional Chinese"
1,1294,1294,True,True,False,5458,17,0.0,False,0.0,19.0,False,73.95,73.95,0.0,77.0,False,1,8.878850102669405,2,1,8,1,1,9,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,502,502,True,True,True,3896,17,0.0,False,0.0,10.0,False,55.95,55.95,0.0,77.0,False,1,9.653661875427789,3,1,1,4,4,14,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,529,529,False,False,False,5359,17,0.0,False,0.0,66.0,False,55.95,43.95,0.0,72.0,False,1,10.395619438740589,0,0,6,4,4,20,-12.0,-21.44772117962466,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,161,161,True,True,True,6162,9,0.0,True,1.0,8.0,False,14.5,14.5,0.0,77.0,False,1,11.293634496919918,3,1,1,3,3,13,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,592,592,True,True,False,13105,17,0.0,False,0.0,4.0,False,25.95,25.95,0.0,57.0,False,1,10.683093771389458,2,1,15,3,3,14,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1328,1328,True,True,True,16963,17,0.0,False,0.0,0.0,False,249.0,12.45,95.0,77.0,False,1,5.928815879534566,3,1,1,1,1,1,-236.55,-95.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,178,178,True,False,False,2679,9,0.0,True,2.0,29.0,False,110.95,110.95,0.0,77.0,False,1,6.759753593429158,1,0,1,7,7,20,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,431,431,True,False,False,6974,17,0.0,False,0.0,0.0,True,55.95,43.95,0.0,77.0,False,1,11.860369609856264,1,0,3,2,2,5,-12.0,-21.44772117962466,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,652,652,True,False,False,4875,0,0.0,False,0.0,7.0,False,49.99,49.99,0.0,77.0,False,1,11.33744010951403,1,0,1,3,3,7,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,207,207,True,True,True,13166,0,18.0,True,5.0,55.0,False,73.95,73.95,0.0,77.0,False,1,5.9575633127994525,3,1,9,5,5,20,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,843,843,True,False,False,5718,17,0.0,False,0.0,0.0,False,10.95,10.95,0.0,77.0,False,1,11.351129363449692,1,0,11,1,1,5,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,715,715,True,True,True,6110,17,0.0,False,0.0,39.0,False,58.0,58.0,0.0,87.0,False,1,11.008898015058179,3,1,1,4,4,20,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1200,1200,True,True,True,5759,17,0.0,False,0.0,22.0,False,92.95,92.95,0.0,77.0,False,1,10.22861054072553,3,1,1,2,2,15,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1014,1014,True,False,False,5573,0,0.0,True,3.0,51.0,False,36.95,36.95,0.0,68.0,False,1,11.143052703627653,1,0,9,3,3,6,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,592,592,True,True,False,6018,9,0.0,False,0.0,13.0,False,14.5,14.5,0.0,77.0,False,1,10.781656399726215,2,1,5,3,3,4,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,957,957,True,False,False,5574,0,0.0,True,2.0,13.0,False,58.95,58.95,0.0,77.0,False,1,9.032169746748803,1,0,8,5,5,20,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1183,1183,True,True,False,3134,17,0.0,True,2006.0,0.0,False,73.95,59.16,20.0,77.0,False,1,11.370294318959617,2,1,1,3,3,20,-14.790000000000006,-20.000000000000007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,3,3,True,False,False,285,0,0.0,False,0.0,0.0,False,73.95,73.95,0.0,73.0,False,1,14.269678302532512,1,0,14,2,2,20,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,106,106,True,False,False,752,17,0.0,False,0.0,0.0,True,55.95,43.95,0.0,77.0,False,1,17.637234770704996,1,0,4,7,7,20,-12.0,-21.44772117962466,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,592,592,True,True,False,10347,17,0.0,False,0.0,32.0,False,25.95,25.95,0.0,77.0,False,1,11.950718685831623,2,1,9,3,3,7,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1018,1018,True,False,False,5175,17,0.0,False,0.0,0.0,False,36.95,36.95,0.0,77.0,False,1,11.3347022587269,1,0,6,3,3,4,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,493,493,True,False,False,15452,2,0.0,True,1.0,17.0,False,73.99,32.3,20.0,79.0,False,1,0.3942505133470226,1,0,15,3,3,20,-41.69,-56.34545208812002,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,161,161,False,False,False,7168,17,0.0,False,0.0,16.0,False,55.95,43.95,0.0,77.0,False,1,11.16495550992471,0,0,1,3,3,7,-12.0,-21.44772117962466,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,431,431,True,True,True,7470,0,0.0,True,1.0,8.0,False,18.5,18.5,0.0,77.0,False,1,11.293634496919918,3,1,1,2,2,7,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1039,1039,True,False,False,5195,17,0.0,False,0.0,5.0,False,189.95,189.95,0.0,77.0,False,1,11.011635865845312,1,0,5,2,2,4,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,562,562,True,True,False,5434,9,18.0,True,1.0,50.0,False,73.95,73.95,0.0,75.0,False,1,9.426420260095824,2,1,7,2,2,17,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,569,569,True,False,False,6707,17,0.0,False,0.0,0.0,False,18.5,18.5,0.0,77.0,False,1,22.373716632443532,1,0,5,1,1,2,0.0,0.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,704,704,True,False,False,0,17,0.0,False,0.0,0.0,False,18.5,18.5,0.0,77.0,False,1,11.16495550992471,1,0,1,3,3,3,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,256,256,True,False,False,306,0,0.0,False,0.0,0.0,False,73.95,73.95,0.0,77.0,False,1,14.25325119780972,1,0,14,3,3,20,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,True,False,True,5113,0,0.0,True,1.0,45.0,False,60.0,60.0,0.0,66.0,False,1,10.663928815879535,2,1,7,1,1,20,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,728,728,True,False,False,3434,17,0.0,False,0.0,43.0,False,47.95,47.95,0.0,77.0,False,1,10.603696098562628,1,0,2,3,3,20,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,431,431,True,True,True,510,1,0.0,True,1.0,34.0,False,55.95,55.95,0.0,71.0,False,1,10.91854893908282,3,1,10,2,2,20,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1200,1200,True,False,False,6973,9,0.0,False,0.0,35.0,False,18.5,18.5,0.0,77.0,False,1,14.264202600958248,1,0,21,2,2,8,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1200,1200,True,False,False,5085,9,0.0,False,0.0,0.0,False,18.5,18.5,0.0,61.0,False,1,18.50239561943874,1,0,6,2,2,9,0.0,0.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,569,569,True,False,False,7915,17,0.0,False,0.0,0.0,False,29.5,29.5,0.0,77.0,False,1,12.427104722792608,1,0,9,1,1,13,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1328,1328,True,True,True,16963,17,0.0,False,0.0,0.0,False,18.5,3.7,40.0,77.0,False,1,5.928815879534566,3,1,1,1,1,1,-14.8,-80.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,570,570,True,False,False,7916,17,0.0,False,0.0,0.0,False,36.95,36.95,0.0,77.0,False,1,13.22381930184805,1,0,9,2,2,6,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,570,570,True,False,False,6706,17,0.0,False,0.0,0.0,False,51.0,51.0,0.0,77.0,False,1,24.139630390143736,1,0,5,2,2,7,0.0,0.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1310,1310,True,False,False,7231,17,0.0,False,0.0,8.0,False,3.5,3.5,0.0,77.0,False,1,11.274469541409994,1,0,1,2,2,5,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,854,854,True,True,False,7184,17,0.0,False,0.0,0.0,False,55.95,43.95,0.0,77.0,False,1,11.293634496919918,2,1,1,3,3,12,-12.0,-21.44772117962466,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1328,1328,True,True,True,16963,17,0.0,False,0.0,0.0,False,18.5,3.7,80.0,77.0,False,1,5.928815879534566,3,1,1,1,1,1,-14.8,-80.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,196,196,True,True,False,10326,17,0.0,False,0.0,0.0,False,55.95,43.95,0.0,77.0,False,1,10.765229295003422,2,1,27,6,6,9,-12.0,-21.44772117962466,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,592,592,True,True,True,2909,17,0.0,False,0.0,0.0,False,25.95,25.95,0.0,77.0,False,1,12.295687885010267,3,1,11,3,3,6,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,431,431,True,False,False,970,9,0.0,False,0.0,8.0,False,7.25,7.25,0.0,77.0,False,1,11.225188227241615,1,0,1,2,2,14,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,405,405,True,False,False,3248,17,0.0,False,0.0,14.0,False,55.95,43.95,0.0,77.0,False,1,10.877481177275838,1,0,2,3,3,20,-12.0,-21.44772117962466,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,691,691,True,True,True,5500,9,0.0,False,0.0,0.0,False,36.95,36.95,0.0,77.0,False,1,9.973990417522245,3,1,5,2,2,20,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,569,569,True,False,False,6739,17,18.0,False,0.0,10.0,False,131.95,131.95,0.0,77.0,False,1,9.396303901437372,1,0,2,1,1,14,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,569,569,True,False,False,8110,9,18.0,True,3.0,16.0,False,92.95,92.95,0.0,77.0,False,1,9.357973990417522,1,0,7,1,1,20,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,298,298,True,True,False,3584,17,0.0,True,1.0,8.0,False,17.5,17.5,0.0,77.0,False,1,11.290896646132786,2,1,1,3,3,15,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,25,25,True,False,False,6249,9,0.0,False,0.0,17.0,False,10.95,10.95,0.0,77.0,False,1,11.14031485284052,1,0,1,4,4,10,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2,2,True,True,True,6163,0,0.0,True,1.0,10.0,False,21.95,21.95,0.0,77.0,False,1,8.188911704312115,3,1,16,1,1,20,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,244,244,True,False,False,4878,17,0.0,False,0.0,10.0,False,29.5,29.5,0.0,77.0,False,1,16.032854209445585,1,0,1,3,3,10,0.0,0.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,244,244,True,False,False,4879,17,0.0,False,0.0,10.0,False,29.5,29.5,0.0,77.0,False,1,10.839151266255989,1,0,1,3,3,20,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1328,1328,True,True,True,16963,17,0.0,False,0.0,0.0,False,18.5,3.7,80.0,77.0,False,1,5.928815879534566,3,1,1,1,1,1,-14.8,-80.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1328,1328,True,True,True,16963,17,0.0,False,0.0,0.0,False,18.5,3.7,80.0,77.0,False,1,5.928815879534566,3,1,1,1,1,1,-14.8,-80.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,766,766,True,True,False,6134,17,0.0,False,0.0,37.0,False,36.95,36.95,0.0,68.0,False,1,10.817248459958932,2,1,2,2,2,13,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1328,1328,True,True,True,16963,17,0.0,False,0.0,0.0,False,18.5,3.7,80.0,77.0,False,1,5.928815879534566,3,1,1,1,1,1,-14.8,-80.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,3,3,True,True,True,7430,17,0.0,False,0.0,18.0,False,55.95,43.95,0.0,77.0,False,1,11.110198494182066,3,1,1,2,2,4,-12.0,-21.44772117962466,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1200,1200,True,True,True,8752,9,0.0,False,0.0,0.0,False,3.65,3.65,0.0,77.0,False,1,11.279945242984258,3,1,23,2,2,2,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,843,843,True,True,False,5720,17,0.0,False,0.0,0.0,False,7.25,7.25,0.0,77.0,False,1,9.530458590006845,2,1,2,1,1,1,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,960,960,True,False,False,947,17,0.0,True,1.0,9.0,False,66.64,25.95,10.0,77.0,False,1,19.362080766598222,1,0,12,4,4,20,-40.69,-61.0594237695078,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,885,885,True,True,False,7177,17,0.0,False,0.0,9.0,False,36.95,36.95,0.0,77.0,False,1,11.197809719370294,2,1,1,2,2,3,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2,2,True,False,False,3374,0,0.0,True,10.0,49.0,False,119.0,119.0,0.0,68.0,False,1,8.101300479123887,1,0,10,1,1,20,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,161,161,True,True,True,10286,0,0.0,True,1.0,5.0,False,55.95,43.95,0.0,55.0,False,1,11.318275154004107,3,1,23,3,3,16,-12.0,-21.44772117962466,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1073,1073,True,False,False,7369,17,0.0,True,1.0,75.0,True,55.95,43.95,0.0,77.0,False,1,5.27583846680356,1,0,1,3,3,20,-12.0,-21.44772117962466,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,948,948,True,True,True,6595,17,0.0,True,1.0,39.0,False,73.95,73.95,0.0,67.0,False,1,11.047227926078028,3,1,15,3,3,20,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1121,1121,False,False,False,5670,9,0.0,False,0.0,0.0,False,55.95,43.95,0.0,77.0,False,1,10.910335386721425,0,0,1,1,1,4,-12.0,-21.44772117962466,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,161,161,True,False,True,7416,17,18.0,False,0.0,0.0,False,36.95,36.95,0.0,77.0,False,1,9.557837097878165,2,1,2,3,3,20,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,161,161,True,True,False,8358,0,0.0,False,0.0,57.0,True,55.95,43.95,0.0,77.0,False,1,11.219712525667351,2,1,1,3,3,7,-12.0,-21.44772117962466,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1328,1328,True,True,True,16963,17,0.0,False,0.0,0.0,False,18.5,3.7,50.0,77.0,False,1,5.928815879534566,3,1,1,1,1,1,-14.8,-80.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1113,1113,True,False,False,5995,17,0.0,False,0.0,96.0,False,55.95,43.95,0.0,77.0,False,1,11.126625598904859,1,0,7,3,3,20,-12.0,-21.44772117962466,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1220,1220,True,False,False,7230,17,0.0,False,0.0,8.0,False,3.5,3.5,0.0,77.0,False,1,16.268309377138944,1,0,1,2,2,7,0.0,0.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,564,564,True,True,False,850,17,0.0,False,0.0,25.0,False,55.95,43.95,0.0,77.0,False,1,10.318959616700889,2,1,1,3,3,9,-12.0,-21.44772117962466,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1328,1328,True,True,True,16963,17,0.0,False,0.0,0.0,False,159.0,127.2,20.0,77.0,False,1,5.928815879534566,3,1,1,1,1,1,-31.799999999999997,-20.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,431,431,True,True,False,6272,0,0.0,False,0.0,12.0,False,55.95,43.95,0.0,77.0,False,1,13.366187542778919,2,1,1,2,2,8,-12.0,-21.44772117962466,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,691,691,True,False,False,7263,9,0.0,False,0.0,8.0,False,21.95,21.95,0.0,77.0,False,1,11.121149897330595,1,0,3,2,2,7,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1211,1211,True,False,False,6672,17,0.0,True,4.0,85.0,False,55.95,32.16,80.0,77.0,False,1,7.430527036276523,1,0,5,3,3,20,-23.790000000000006,-42.52010723860591,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1328,1328,True,True,True,16963,17,0.0,False,0.0,0.0,False,159.0,127.2,20.0,77.0,False,1,5.928815879534566,3,1,1,1,1,1,-31.799999999999997,-20.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,507,507,True,True,False,7220,0,0.0,False,0.0,15.0,False,55.95,43.95,0.0,77.0,False,1,11.159479808350445,2,1,2,3,3,5,-12.0,-21.44772117962466,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
